study,questionnaire,answer_list,value,label_de,label
soep-is,soep-is-2013-f,495+,6,6,6
soep-is,soep-is-2013-f,495+,7,7,7
soep-is,soep-is-2013-f,495+,8,8,8
soep-is,soep-is-2013-f,495+,9,9,9
soep-is,soep-is-2013-f,495+,10,10,10
soep-is,soep-is-2013-f,495+,11,ist unsicher,is insecure
soep-is,soep-is-2013-f,496+,1,ist zurückgezogen,is withdrawn
soep-is,soep-is-2013-f,496+,2,2,2
soep-is,soep-is-2013-f,496+,3,3,3
soep-is,soep-is-2013-f,496+,4,4,4
soep-is,soep-is-2013-f,496+,5,5,5
soep-is,soep-is-2013-f,496+,6,6,6
soep-is,soep-is-2013-f,496+,7,7,7
soep-is,soep-is-2013-f,496+,8,8,8
soep-is,soep-is-2013-f,496+,9,9,9
soep-is,soep-is-2013-f,496+,10,10,10
soep-is,soep-is-2013-f,496+,11,ist kontaktfreudig,is sociable
soep-is,soep-is-2013-f,497+,1,ist konzentriert,is focused
soep-is,soep-is-2013-f,497+,2,2,2
soep-is,soep-is-2013-f,497+,3,3,3
soep-is,soep-is-2013-f,497+,4,4,4
soep-is,soep-is-2013-f,497+,5,5,5
soep-is,soep-is-2013-f,497+,6,6,6
soep-is,soep-is-2013-f,497+,7,7,7
soep-is,soep-is-2013-f,497+,8,8,8
soep-is,soep-is-2013-f,497+,9,9,9
soep-is,soep-is-2013-f,497+,10,10,10
soep-is,soep-is-2013-f,497+,11,ist leicht ablenkbar,is easily distracted
soep-is,soep-is-2013-f,498+,1,ist trotzig,is defiant
soep-is,soep-is-2013-f,498+,2,2,2
soep-is,soep-is-2013-f,498+,3,3,3
soep-is,soep-is-2013-f,498+,4,4,4
soep-is,soep-is-2013-f,498+,5,5,5
soep-is,soep-is-2013-f,498+,6,6,6
soep-is,soep-is-2013-f,498+,7,7,7
soep-is,soep-is-2013-f,498+,8,8,8
soep-is,soep-is-2013-f,498+,9,9,9
soep-is,soep-is-2013-f,498+,10,10,10
soep-is,soep-is-2013-f,498+,11,ist folgsam,is obedient
soep-is,soep-is-2013-f,499+,1,begreift schnell,understands quickly
soep-is,soep-is-2013-f,499+,2,2,2
soep-is,soep-is-2013-f,499+,3,3,3
soep-is,soep-is-2013-f,499+,4,4,4
soep-is,soep-is-2013-f,499+,5,5,5
soep-is,soep-is-2013-f,499+,6,6,6
soep-is,soep-is-2013-f,499+,7,7,7
soep-is,soep-is-2013-f,499+,8,8,8
soep-is,soep-is-2013-f,499+,9,9,9
soep-is,soep-is-2013-f,499+,10,10,10
soep-is,soep-is-2013-f,499+,11,braucht mehr Zeit,needs more time
soep-is,soep-is-2013-f,500+,1,ist ängstlich,is timidly
soep-is,soep-is-2013-f,500+,2,2,2
soep-is,soep-is-2013-f,500+,3,3,3
soep-is,soep-is-2013-f,500+,4,4,4
soep-is,soep-is-2013-f,500+,5,5,5
soep-is,soep-is-2013-f,500+,6,6,6
soep-is,soep-is-2013-f,500+,7,7,7
soep-is,soep-is-2013-f,500+,8,8,8
soep-is,soep-is-2013-f,500+,9,9,9
soep-is,soep-is-2013-f,500+,10,10,10
soep-is,soep-is-2013-f,500+,11,ist unängstlich,is fearless
soep-is,soep-is-2013-f,501+16,1,1 Ausgeschlossen,1 impossible
soep-is,soep-is-2013-f,501+16,2,2,2
soep-is,soep-is-2013-f,501+16,3,3,3
soep-is,soep-is-2013-f,501+16,4,4,4
soep-is,soep-is-2013-f,501+16,5,5,5
soep-is,soep-is-2013-f,501+16,6,6,6
soep-is,soep-is-2013-f,501+16,7,7 Ganz sicher,7 Absolutely sure
soep-is,soep-is-2013-f,501+16,8,Abschluss bereits erworben,already graduated
soep-is,soep-is-2013-f,501+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,502+,1,… ihr Sohn,... your son
soep-is,soep-is-2013-f,502+,2,… ihre Tochter,... your daughter
soep-is,soep-is-2013-f,503+16,1,"Ja, Mutterschutz","Yes, maternity protection"
soep-is,soep-is-2013-f,503+16,2,"Ja, Elternzeit","Yes, parental leave"
soep-is,soep-is-2013-f,503+16,3,Nein,No
soep-is,soep-is-2013-f,503+16,4,Trifft nicht zu,Does Not Apply
soep-is,soep-is-2013-f,503+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,504+16,1,Deutschland,Germany
soep-is,soep-is-2013-f,504+16,2,In einem anderen Land,In another country
soep-is,soep-is-2013-f,504+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,505+16,1,Allgemeinbildender Schulabschluss,General-Education School Degree
soep-is,soep-is-2013-f,505+16,2,Hochschulabschluss,College Degree
soep-is,soep-is-2013-f,505+16,3,Beruflicher Ausbildungsabschluss,Vocational degree
soep-is,soep-is-2013-f,505+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,506+16,1,Hauptschulabschluss,Lower secondary school-leaving certificate (Hauptschulabschluss)
soep-is,soep-is-2013-f,506+16,2,"Mittlere Reife, Realschulabschluss","Intermediate school-leaving certificate (Mittlere Reife, Realschulabschluss)"
soep-is,soep-is-2013-f,506+16,3,Fachhochschulreife (Abschluss einer Fachoberschule),Specialized upper secondary school-leaving certificate
soep-is,soep-is-2013-f,506+16,4,Abitur (Hochschulreife),"general qualification for university entrance (""Abitur"")"
soep-is,soep-is-2013-f,506+16,5,Andere Schulabschluss,Other school leaving certificate
soep-is,soep-is-2013-f,506+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,507+16,1,Fachhochschule,"university of applied sciences (""Fachhochschule"")"
soep-is,soep-is-2013-f,507+16,2,Universität / Technische / sonstige Hochschule,"University, technical university, other institution of higher education"
soep-is,soep-is-2013-f,507+16,3,Promotion / Habilitation,"Doctorate, PhD / postdoctoral dissertation"
soep-is,soep-is-2013-f,507+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,508+16,2,Abschluss 8. Klasse,8th grade completed
soep-is,soep-is-2013-f,508+16,3,Abschluss 10. Klasse,10th grade completed
soep-is,soep-is-2013-f,508+16,5,Abitur (Hochschulreife),College entrance exam (Hochschulreife)
soep-is,soep-is-2013-f,508+16,6,Anderer Schulabschluss,Other Degree
soep-is,soep-is-2013-f,508+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,509+16,1,Ja,Yes
soep-is,soep-is-2013-f,509+16,2,Nein,No
soep-is,soep-is-2013-f,509+16,3,"Ja, prüfbedingt gesetzt","Yes, planned, but not yet confirmed"
soep-is,soep-is-2013-f,509+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,510+,1,Voll erwerbstätig,Full-time employed
soep-is,soep-is-2013-f,510+,2,In Teilzeitbeschäftigung,Part-time employed
soep-is,soep-is-2013-f,510+,3,"In betrieblicher Ausbildung, Lehre oder betrieblicher Umschulung",Completing in-service training (betriebliche Ausbildung) / apprenticeship (Lehre) / in-service retraining (betriebliche Umschulung)
soep-is,soep-is-2013-f,510+,4,Geringfügig oder unregelmäßig erwerbstätig,In marginal or irregular employment
soep-is,soep-is-2013-f,510+,5,In Altersteilzeit mit Arbeitszeit Null,In partial retirement with zero working hours
soep-is,soep-is-2013-f,510+,6,Freiwilliger Wehrdienst,Voluntary military service
soep-is,soep-is-2013-f,510+,7,"Freiwilliges soziales/ökologisches Jahr, Bundesfreiwilligendienst","Voluntary social / ecological year, federal volunteer service"
soep-is,soep-is-2013-f,510+,8,Werkstatt für Behinderte,Sheltered Workshop
soep-is,soep-is-2013-f,510+,9,Nicht erwerbstätig,Not employed
soep-is,soep-is-2013-f,511+16,1,"Ja, ABM-Stelle","Yes, a job-creation measure (ABM)"
soep-is,soep-is-2013-f,511+16,2,"Ja, gemeinnütige Arbeit (1-Euro-Job)","Yes, a “1-Euro Job” (community work)"
soep-is,soep-is-2013-f,511+16,3,Nein,no
soep-is,soep-is-2013-f,511+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,512+16,1,"Ja, Mini-Job (bis 450 Euro)","Yes, Mini-Job (up to 450 euros)"
soep-is,soep-is-2013-f,512+16,2,"Ja, Midi-Job (451 bis 850 Euro)","Yes, Midi-Job (451 to 850 euros)"
soep-is,soep-is-2013-f,512+16,3,Nein,No
soep-is,soep-is-2013-f,512+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,513+16,1,"Arbeiter, auch in der Landwirtschaft","Blue-collar worker, also in agriculture"
soep-is,soep-is-2013-f,513+16,2,Angestellte,White-collar worker
soep-is,soep-is-2013-f,513+16,3,"Selbständige, einschl. mithelfende Familienangehärige","Self-employed, freelancer, including supporting family members"
soep-is,soep-is-2013-f,513+16,4,"Beamte, einschließlich Richter und Berufssoldaten","Civil servant, including judges and professional soldiers"
soep-is,soep-is-2013-f,513+16,5,Auszubildende und Praktikanten,Apprentice / trainee / intern
soep-is,soep-is-2013-f,513+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,514+16,1,Industrie- und Werkmeister im Angestelltenverhältnis,Industry or factory foreman / forewoman in a salaried position
soep-is,soep-is-2013-f,514+16,2,Angestellter mit einfacher Tätigkeit ohne Ausbildungsabschluss,Salaried employee engaged in unskilled activities without completed training/education
soep-is,soep-is-2013-f,514+16,3,Angestellter mit einfacher Tätigkeit mit Ausbildungsabschluss,Salaried employee engaged in unskilled activities with completed training/education
soep-is,soep-is-2013-f,514+16,4,"Angestellter mit qualifizierter Tätigkeit wie zum Beispiel Sachbearbeiter, Buchhalter oder technischer Zeichner","Salaried employee engaged in skilled activities  (e.g., executive officer, bookkeeper, technical draftsperson)"
soep-is,soep-is-2013-f,514+16,5,"Angestellter mit hochqualifizierter TÃ¤tigkeit oder Leitungsfunktionen wie zum Beispiel wissenschaftlicher Mitarbeiter, Ingenieur oder Abteilungsleiter","Salaried employee engaged in highly skilled activities or management functions (e.g., scientist, engineer, department head)"
soep-is,soep-is-2013-f,514+16,6,"Angestellter mit umfassenden Führungsaufgaben wie zum Beispiel Direktor, Geschäftsführer oder Vorstand größerer Betriebe und VerbÃ¤nde","Salaried employee with extensive management duties  (e.g., managing director, CEO, member of managing or executive board, head of a large firm or association)"
soep-is,soep-is-2013-f,514+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,515+16,1,Auszubildende im gewerblich-technischen Bereich,Apprentice / trainee in commercial-technical field
soep-is,soep-is-2013-f,515+16,2,Auszubildende im kaufmännischen Bereich,Apprentice / trainee in commercial/trading field
soep-is,soep-is-2013-f,515+16,3,"Volontäre, Praktikanten u.Ähnliches","Volunteer, intern and similar"
soep-is,soep-is-2013-f,515+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,516+16,1,Selbständige Landwirte,Self-employed farmer
soep-is,soep-is-2013-f,516+16,2,"Freie Berufe, selbständige Akademiker",Freelance professional / self-employed academic
soep-is,soep-is-2013-f,516+16,3,Sonstige Selbständige,Other self-employed people
soep-is,soep-is-2013-f,516+16,4,Mithelfende Familienangehärige,Working for a self-employed relative
soep-is,soep-is-2013-f,516+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,517+16,1,Deutsch,German
soep-is,soep-is-2013-f,517+16,2,Englisch,English
soep-is,soep-is-2013-f,517+16,3,andere Sprache,other language
soep-is,soep-is-2013-f,517+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,518+16,1,unter 500 Euro,less than 500 euro
soep-is,soep-is-2013-f,518+16,2,500 bis unter 750 Euro,500 up to but less than 750 euros
soep-is,soep-is-2013-f,518+16,3,750 bis unter 1000 Euro,750 up to less than 1000 euros
soep-is,soep-is-2013-f,518+16,4,1000 bis unter 1250 Euro,1000 up to less than 1250 euros
soep-is,soep-is-2013-f,518+16,5,1250 bis unter 1500 Euro,1250 up to less than 1500 euros
soep-is,soep-is-2013-f,518+16,6,1500 bis unter 1750 Euro,1500 up to less than 1750 euros
soep-is,soep-is-2013-f,518+16,7,1750 bis unter 2000 Euro,1750 up to less than 2000 euros
soep-is,soep-is-2013-f,518+16,8,2000 bis unter 2250 Euro,2000 up to less than 2250 euros
soep-is,soep-is-2013-f,518+16,9,2250 bis unter 2500 Euro,2250 up to less than 2500 euros
soep-is,soep-is-2013-f,518+16,10,2500 bis unter 2750 Euro,2500 up to less than 2750 euros
soep-is,soep-is-2013-f,518+16,11,2750 bis unter 3000 Euro,2750 up to less than 3000 Euro
soep-is,soep-is-2013-f,518+16,12,3000 bis unter 3500 Euro,3000 up to less than 3500 euros
soep-is,soep-is-2013-f,518+16,13,3500 bis unter 4000 Euro,3500 up to less than 4000 euros
soep-is,soep-is-2013-f,518+16,14,4000 bis unter 4500 Euro,4000 up to less than 4500 euros
soep-is,soep-is-2013-f,518+16,15,4500 bis unter 5000 Euro,4500 up to less than 5000 euros
soep-is,soep-is-2013-f,518+16,16,5000 bis unter 5500 Euro,5000 up to less than 5500 euros
soep-is,soep-is-2013-f,518+16,17,5500 bis unter 6000 Euro,5500 up to less than 6000 euros
soep-is,soep-is-2013-f,518+16,18,6000 bis unter 7000 Euro,6000 up to less than 7000 euros
soep-is,soep-is-2013-f,518+16,19,7000 bis unter 8000 Euro,7000 up to less than 8000 euros
soep-is,soep-is-2013-f,518+16,20,8000 bis unter 9000 Euro,8000 up to less than 9000 euros
soep-is,soep-is-2013-f,518+16,21,9000 bis unter 10000 Euro,9000 up to less than 10000 euros
soep-is,soep-is-2013-f,518+16,22,10000 Euro oder mehr,10000 euros or more
soep-is,soep-is-2013-f,518+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,519+16,0,sehr unattraktiv,not attractive at all
soep-is,soep-is-2013-f,519+16,1,1,1
soep-is,soep-is-2013-f,519+16,2,2,2
soep-is,soep-is-2013-f,519+16,3,3,3
soep-is,soep-is-2013-f,519+16,4,4,4
soep-is,soep-is-2013-f,519+16,5,5,5
soep-is,soep-is-2013-f,519+16,6,6,6
soep-is,soep-is-2013-f,519+16,7,7,7
soep-is,soep-is-2013-f,519+16,8,8,8
soep-is,soep-is-2013-f,519+16,9,9,9
soep-is,soep-is-2013-f,519+16,10,sehr attraktiv,very attractive
soep-is,soep-is-2013-f,519+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,520+16,0,sehr unwahrscheinlich,not likely at all
soep-is,soep-is-2013-f,520+16,1,1,1
soep-is,soep-is-2013-f,520+16,2,2,2
soep-is,soep-is-2013-f,520+16,3,3,3
soep-is,soep-is-2013-f,520+16,4,4,4
soep-is,soep-is-2013-f,520+16,5,5,5
soep-is,soep-is-2013-f,520+16,6,6,6
soep-is,soep-is-2013-f,520+16,7,7,7
soep-is,soep-is-2013-f,520+16,8,8,8
soep-is,soep-is-2013-f,520+16,9,9,9
soep-is,soep-is-2013-f,520+16,10,sehr wahrscheinlich,very likely
soep-is,soep-is-2013-f,520+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,521+,1,Altes Antwortformat,Old answer format
soep-is,soep-is-2013-f,521+,2,Neues Antwortformat,new answer format
soep-is,soep-is-2013-f,522+16,1,Stimme gar nicht zu,Completely disagree
soep-is,soep-is-2013-f,522+16,2,Stimme eher nicht zu,Rather disagree
soep-is,soep-is-2013-f,522+16,3,Stimme eher zu,Rather agree
soep-is,soep-is-2013-f,522+16,4,Stimme zu,Completely agree
soep-is,soep-is-2013-f,522+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,523+16,1,Stimme gar nicht zu,Completely disagree
soep-is,soep-is-2013-f,523+16,2,Stimme nicht zu,Disagree
soep-is,soep-is-2013-f,523+16,3,Stimme zu,Agree
soep-is,soep-is-2013-f,523+16,4,Stimme voll zu,Completely agree
soep-is,soep-is-2013-f,523+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,524+,1,Auf dem Weg zur Arbeit / Studium oder von dort nach Hause,On the way to work / studies or from there homewards
soep-is,soep-is-2013-f,524+,2,Auf dem Weg zur FreizeitaktivitÃ¤t oder von dort nach Hause,On the way to activity in leisure time or from there homewards
soep-is,soep-is-2013-f,524+,3,Arbeiten / Studieren,work / study
soep-is,soep-is-2013-f,524+,4,Einkaufen,Shopping
soep-is,soep-is-2013-f,524+,5,Essen zubereiten,prepare food
soep-is,soep-is-2013-f,524+,6,Essen,dinner
soep-is,soep-is-2013-f,524+,7,Waschen / Duschen / Baden / Zähne putzen / Anziehen / Sich fertig machen,wash / shower / bathe / brush teeth / dress / get ready
soep-is,soep-is-2013-f,524+,8,Hausarbeit erledigen,execute household chore
soep-is,soep-is-2013-f,524+,9,Kind(er) betreuen / auch bringen oder abholen der Kinder zur Schule oder Freizeitaktivität,take care of children / including to bring or pick up them from school our leisure time activity
soep-is,soep-is-2013-f,524+,10,Mit Freunden treffen,meet friends
soep-is,soep-is-2013-f,524+,11,Ausruhen / ein Nickerchen machen,rest / take a nap
soep-is,soep-is-2013-f,524+,12,Entspannen,relax
soep-is,soep-is-2013-f,524+,13,Intime Beziehungen,intimate relationship
soep-is,soep-is-2013-f,524+,14,"Beten, Gottesdienst besuchen, Meditieren","pray, go to church, meditate"
soep-is,soep-is-2013-f,524+,15,Fernsehen,watch TV
soep-is,soep-is-2013-f,524+,16,Lesen,Read
soep-is,soep-is-2013-f,524+,17,Beschäftigung mit Computer oder Internet,work with computer or internet
soep-is,soep-is-2013-f,524+,18,Telefonieren,phone
soep-is,soep-is-2013-f,524+,19,Sport treiben,Do sports
soep-is,soep-is-2013-f,524+,20,Arztbesuch,consultation
soep-is,soep-is-2013-f,524+,21,Gartenarbeit,gardening
soep-is,soep-is-2013-f,524+,22,"Beschäftigung mit Haustieren (Füttern, Spielen, Gassi gehen etc.)","activity with pets (feed, play, take the dog out, etc.)"
soep-is,soep-is-2013-f,524+,23,Andere Aktivitäten (bitte angeben),other activities (please specify)
soep-is,soep-is-2013-f,524+,24,Ende des Tages: Beginn der Nachtruhe,end of the day: begin of sleep
soep-is,soep-is-2013-f,525+16,1,Gar nicht,Not at all
soep-is,soep-is-2013-f,525+16,2,2,2
soep-is,soep-is-2013-f,525+16,3,3,3
soep-is,soep-is-2013-f,525+16,4,4,4
soep-is,soep-is-2013-f,525+16,5,5,5
soep-is,soep-is-2013-f,525+16,6,6,6
soep-is,soep-is-2013-f,525+16,7,Sehr stark,very intensive
soep-is,soep-is-2013-f,525+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,526+16,1,Keinen Schulabschluss,Left school without certificate
soep-is,soep-is-2013-f,526+16,2,Volks- oder Hauptschulabschluss,DDR: 8. Klasse POS
soep-is,soep-is-2013-f,526+16,3,"Mittlere Reife, Realschulabschluss; DDR: 10. Klasse POS",Intermediate track (Mittlere Reife / Realschule / 10th grade GDR)
soep-is,soep-is-2013-f,526+16,4,"Abitur, Hochschulreife; DDR: EOS",High school diploma
soep-is,soep-is-2013-f,526+16,5,Anderen Schulabschluss,Graduated from other type of school
soep-is,soep-is-2013-f,526+16,6,Weiß nicht,Don't know
soep-is,soep-is-2013-f,526+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,527+16,1,Industrie- und Werkmeister im Angestelltenverhältnis,Industry or factory foreman / forewoman in a salaried position
soep-is,soep-is-2013-f,527+16,2,Angestellter mit einfacher Tätigkeit - ohne Ausbildungsabschluss,"Employee with simple duties, did not complete vocational training"
soep-is,soep-is-2013-f,527+16,3,Angestellter mit einfacher Tätigkeit - mit Ausbildungsabschluss,"Employee with simple duties, completed vocational training"
soep-is,soep-is-2013-f,527+16,4,"Angestellter mit qualifizierter Tätigkeit (z.B. Sachbearbeiter, Buchhalter, technischer Zeichner)","Employee with duties requiring specialized qualifications (executive officer, bookkeeper, technical draftsman)"
soep-is,soep-is-2013-f,527+16,5,"Angestellter mit hochqualifizierter Tätigkeit oder Leitungsfunktion (z.B. wissenschaftlicher Mitarbeiter, Ingenieur, Abteilungsleiter)","Employee with duties requiring advanced qualifications or managerial function (scientist, attorney, head of department)"
soep-is,soep-is-2013-f,527+16,6,"Angestellter mit umfassenden Führungsaufgaben (z.B. Direktor, GeschÃ¤ftsfÃ¼hrer, Vorstand grÃ¶ÃŸerer Betriebe und VerbÃ¤nde)","Employee with comprehensive managerial responsibilities (managing director, supervisor, head of large firm or concern)"
soep-is,soep-is-2013-f,527+16,7,Weiß nicht,Don't know
soep-is,soep-is-2013-f,527+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,528+,1,Selbständiger Landwirt ohne Beschäftigte,Self-employed farmer without employees
soep-is,soep-is-2013-f,528+,2,Selbständiger Landwirt mit Beschäftigte,Self-employed farmer with employees
soep-is,soep-is-2013-f,528+,3,"Freie Berufe, selbständiger Akademiker ohne Beschäftigte",Freelance professional or self-employed academic without employees
soep-is,soep-is-2013-f,528+,4,"Freie Berufe, selbständiger Akademiker mit Beschäftigte",Freelance professional or self-employed academic with employees
soep-is,soep-is-2013-f,528+,5,Sonstige Selbständiger ohne Beschäftigte,Other self-employed professional without employees
soep-is,soep-is-2013-f,528+,6,Sonstige Selbständiger mit Beschäftigte,Other self-employed professional with employees
soep-is,soep-is-2013-f,528+,7,Mithelfender Familienangehöriger,Assisting self-employed family member
soep-is,soep-is-2013-f,529+16,1,Ungelernte Arbeiterin,Unskilled worker
soep-is,soep-is-2013-f,529+16,2,Angelernte Arbeiterin,Semi-skilled worker
soep-is,soep-is-2013-f,529+16,3,Gelernte und Facharbeiterin,Trained or skilled worker
soep-is,soep-is-2013-f,529+16,4,"Vorarbeiterin, Kolonnenführerin","forewoman, group leader"
soep-is,soep-is-2013-f,529+16,5,"Meisterin, Polier",Master craftsperson
soep-is,soep-is-2013-f,529+16,6,Weiß nicht,Don't know
soep-is,soep-is-2013-f,529+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,53+16,1,1 Trifft überhaupt nicht zu,1  Absolutly does not apply
soep-is,soep-is-2013-f,53+16,2,2,2
soep-is,soep-is-2013-f,53+16,3,3,3
soep-is,soep-is-2013-f,53+16,4,4,4
soep-is,soep-is-2013-f,53+16,5,5,5
soep-is,soep-is-2013-f,53+16,6,6,6
soep-is,soep-is-2013-f,53+16,7,7 Trifft voll zu,7  Fully applies
soep-is,soep-is-2013-f,53+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,530+16,1,Industrie- und Werkmeisterin im Angestelltenverhältnis,Industry or factory forewoman in a salaried position
soep-is,soep-is-2013-f,530+16,2,Angestellte mit einfacher Tätigkeit - ohne Ausbildungsabschluss,"Employee with simple duties, did not complete vocational training"
soep-is,soep-is-2013-f,530+16,3,Angestellte mit einfacher Tätigkeit - mit Ausbildungsabschluss,"Employee with simple duties, completed vocational training"
soep-is,soep-is-2013-f,530+16,4,"Angestellte mit qualifizierter Tätigkeit (z.B. Sachbearbeiterin, Buchhalterin, technischer Zeichnerin)","Salaried employee engaged in skilled activities (e.g., executive officer, bookkeeper, technical draftsman)"
soep-is,soep-is-2013-f,530+16,5,"Angestellte mit hochqualifizierter Tätigkeit oder Leitungsfunktion (z.B. wissenschaftliche Mitarbeiterin, Ingenieurin, Abteilungsleiterin)","Salaried employee engaged in highly skilled activities or managerial function (e.g., scientist, engineer, head of department)"
