study,questionnaire,question,item,template.id,text_de,instruction_de,text,instruction,scale,answer_list,range,concept,filter,goto,description,scripternotes,number,old.template.id,dataset,var_fix
soep-is,soep-is-2014-f,Q126,,2440,"Haben Sie Geschwister?
Falls ja: wie viele Brüder und wie viele schwestern?",,"Do you or did you have any siblings? If yes, please state the number.",,txt,,,,Q1:Lela=1,,,,Q126,,,
soep-is,soep-is-2014-f,Q126,LEGESCH3,2440,"Ja, und zwar ... Schwestern",,"Yes, in fact … sisters",,int,,,legesch3,,,,,Q126,,,
soep-is,soep-is-2014-f,Q126,LEGESCH2,2440,"Ja, und zwar ... Brüder",,"Yes, in fact … brothers",,int,,,legesch2,,,,,Q126,,,
soep-is,soep-is-2014-f,Q126,LEGESCH1,2440,Nein,,No,,bin,,,legesch1,,,,,Q126,,,
soep-is,soep-is-2014-f,Q127,,2441,Ist das / eine*r davon Ihre Zwillingsschwester / Ihr Zwillingsbruder?,,Is one among them your twin sister or twin brother?,,txt,,,,Q126:LGESCH3 LGESCH2=Schwestern/Brüder,,,,Q127,,,
soep-is,soep-is-2014-f,Q127,LEGESCH5,2441,"Ja, eineiig",,"Yes, identical",,bin,,,legesch5,,,,,Q127,,,
soep-is,soep-is-2014-f,Q127,LEGESCH6,2441,"Ja, eine zweieiige Schwester",,"Yes, my dizygotic twin sister",,bin,,,legesch6,,,,,Q127,,,
soep-is,soep-is-2014-f,Q127,LEGESCH7,2441,"Ja, ein zweieiiger Bruder",,"Yes, my dizygotic twin brother",,bin,,,legesch7,,,,,Q127,,,
soep-is,soep-is-2014-f,Q127,LEGESCH8,2441,Nein,,No,,bin,,,legesch8,,,,,Q127,,,
soep-is,soep-is-2014-f,Q127,LEGESCHKA,2441,Keine Angabe,,No Answer,,bin,,,legeschka,,,,,Q127,,,
soep-is,soep-is-2014-f,Q128,,2442,Wie viele von Ihren ersten 15 Lebensjahren haben sie bei den folgenden Personen gelebt?,Bitte Liste 128 vorlegen!,How many of your first 15 years in life did you live with the following persons?,Please show list 128!,txt,,,,Q1:Lela=1,,,,Q128,,,
soep-is,soep-is-2014-f,Q128,1,2442,"Adoptiveltern gelten wie leibliche Eltern!
Bitte auf ganze Jahre runden!",Summe muss 15 Jahre ergeben!,"Adoptive parents count like biological parents!
Please round to full years!",Sum has to be 15 years,txt,,,,,,,,Q128,,,
soep-is,soep-is-2014-f,Q128,LKH03,2442,Bei Ihren beiden leiblichen Eltern ... Jahre,,With both of your (biological) parents … years,,int,,,lkh03,,,,,Q128,,,
soep-is,soep-is-2014-f,Q128,LKH04,2442,Bei Ihrer Mutter allein ohne Partner ... Jahre,,With your mother (living without a new companion) … years,,int,,,lkh04,,,,,Q128,,,
soep-is,soep-is-2014-f,Q128,LKH05,2442,Bei Ihrer Mutter mit neuem Partner ... Jahre,,With your mother and her (new) companion … years,,int,,,lkh05,,,,,Q128,,,
soep-is,soep-is-2014-f,Q128,LKH06,2442,Bei Ihrem Vater allein mit neuem Partner ... Jahre,,With your father and his (new) companion … years,,int,,,lkh06,,,,,Q128,,,
soep-is,soep-is-2014-f,Q128,LKH07,2442,Bei Ihrem Vater allein ohne Partnerin ... Jahre,,With your father (living without a new companion) … years,,int,,,lkh07,,,,,Q128,,,
soep-is,soep-is-2014-f,Q128,LKH08,2442,Bei anderen Verwandten ... Jahre,,With other relatives … years,,int,,,lkh08,,,,,Q128,,,
soep-is,soep-is-2014-f,Q128,LKH09,2442,Bei Pflegeeltern ... Jahre,,With foster parents … years,,int,,,lkh09,,,,,Q128,,,
soep-is,soep-is-2014-f,Q128,LKH10,2442,Im Heim ... Jahre,,In a children's home … years,,int,,,lkh10,,,,,Q128,,,
soep-is,soep-is-2014-f,Q129,,447,"Wo haben Sie vor der deutschen Wiedervereinigung, also vor 1989, gewohnt?",,"Where did you live before German reunification, i.e. before 1989?",,cat,42+16,,lwied,Q5:LGEB LGEBMO<1989,,,,Q129,,,
soep-is,soep-is-2014-f,Q130,,448,"Haben Sie außer dieser Wohnung noch eine andere Wohnung, in der Sie selbst auch wohnen oder Ihren Urlaub verbringen?",,Do you have another home in which you yourself reside or spend your vacation?,,cat,1+16,,l2wohn1,,,,,Q130,,,
soep-is,soep-is-2014-f,Q131,,449,Welche Wohnung benutzen Sie überwiegend?,,Do you have another home in which you yourself reside or spend your vacation? Which house / flat is your primary domicile?,,cat,43+16,,l2wohn3,Q130:L2WOHN1=1,,,,Q131,,,
soep-is,soep-is-2014-f,Q133,,2443,"Gibt es in Ihrem Haushalt weitere Kinder, die erst 1998 oder später geboren sind?",,Are there more children living in your household who are born later than 1998?,,cat,1+16,,hkind,,,,,Q133,,,
soep-is,soep-is-2014-f,Q134,,2444,"Bitte nennen Sie mir jeweils den Vornamen, das Geburtsjahr und das Geschlecht der weiteren Kinder.","Bitte geben Sie es getrennt für jedes weitere Kind an, beginnend mit dem ältesten Kind, das 1998 oder danach geboren ist, und dann dem Alter nach, das jüngste Kind zuletzt.","Please tell us for each of those children name, year of birth and sex.","Please mention every child separately, starting with the oldest born after 1998, ending with the youngest.",txt,,,,,,,,Q134,,,
soep-is,soep-is-2014-f,Q134,HKNAMX,2444,Vorname:,,first name:,,chr,,,hknamx,,,,,Q134,,,
soep-is,soep-is-2014-f,Q134,HKGEBX,2444,Geburtsjahr:,,Year of birth:,,int,,,hkgebx,,,,,Q134,,,
soep-is,soep-is-2014-f,Q134,HKSEXX,2444,Geschlecht,,Sex,,cat,45+,,hksexx,,,,,Q134,,,
soep-is,soep-is-2014-f,Q134_2,,1784,Weiteres Kind vorhanden?,,Further child existing?,,cat,1+,,,,,,,Q134_2,,,
soep-is,soep-is-2014-f,Q136,,2445,In welchem Monat im Jahr <Jahr> wurde <Name> geboren?,,In which month of the year <year> <first name> was born?,,cat,46+,,hkmox,,,,,Q136,,,
soep-is,soep-is-2014-f,Q137,,2446,"Sind Sie selbst die Hauptbetreuungsperson von <Vorname>, also die Person, die am besten Auskunft über das Kind geben kann?","Wichtiger Hinweis an den Interviewer: In der Regel sollte die (leibliche oder soziale) Mutter die folgenden Fragen zum Kind beantworten. Lebt die Mutter nicht im Haushalt, oder gibt aus anderen Gründen der (leibliche oder soziale) Vater beziehungsweise eine andere Person an, die Hauptbetreuungsperson zu sein, soll diese die folgenden Fragen beantworten.","Are you the main caring person of <name>, meaning you can tell us best about the child?","Important advice for the interviewer: Normally the biological or social mother should answer the following questions about the child.
Does the mother not live in the household, or is for other reasons the biological or social father or another person the main caring person, should this person answer the following questions.",cat,434+16,,,,,,,Q137,,,
soep-is,soep-is-2014-f,Q138,,166,In der wievielten Schwangerschaftswoche wurde <Name> geboren?,,In which week of pregnancy is <name> born?,,txt,,,,,,,,Q138,,,
soep-is,soep-is-2014-f,Q138,AWOCH,166,In der … Woche,,In week:,,int,,,awoch,,,,,Q138,,,
soep-is,soep-is-2014-f,Q139A,,167,Wie groß war <Name> zum Zeitpunkt der Geburt?,,What was <first name>'s height at the time of birth?,,txt,,,,,,,,Q139A,,,
soep-is,soep-is-2014-f,Q139A,AGRO,167,Körpergröße in cm,,body height in cm:,,int,,,agro,,,,,Q139A,,,
soep-is,soep-is-2014-f,Q139B,,2448,Wie war der Kopfumfang von <Vorname> zum Zeitpunkt der Geburt?,,How was the head circumference of <first name> at the time of birth?,,txt,,,,,,,,Q139B,,,
soep-is,soep-is-2014-f,Q139B,AKOP,2448,Kopfumfang in cm,,Head circumference in cm:,,int,,,akop,,,,,Q139B,,,
soep-is,soep-is-2014-f,Q139C,,2449,Wie schwer war <Vorname> zum Zeitpunkt der Geburt?,,What was <first name>'s weight at time of birth?,,txt,,,,,,,,Q139C,,,
soep-is,soep-is-2014-f,Q139C,AGEW,2449,Geburtsgewicht in Gramm,,Weight at birth in grams,,int,,,agew,,,,,Q139C,,,
soep-is,soep-is-2014-f,Q142,,170,"Nach der Geburt erhält man ein Kinder-Untersuchungsheft für ärztliche Vorsorgeuntersuchungen wie U2, U3, usw. Welche war die letzte durchgeführte Untersuchung bei <Name>?",,"After birth everyone gets a booklet for children's examinations for preventive medical check-ups like „U2“, „U3“, etc. What was the last undertaken examination?",,cat,48+16,,aunt,,,,,Q142,,,
soep-is,soep-is-2014-f,Q143,,171,"Wurden bei <Name> bei der U-Untersuchung oder einer anderen Untersuchung Anhaltspunkte für Verzögerungen, Störungen oder Behinderungen festgestellt?",,"Did this examination or another one reveal any indication for delay, complications or disabilities?",,cat,49+16,,astor,,,,,Q143,,,
soep-is,soep-is-2014-f,Q144,,2450,"Welche Verzögerungen, Störungen oder Behinderungen der folgenden Art wurden bei <Name> festgestellt?","Bitte Liste 144 vorlegen!

Mehrfachnennungen möglich!","Which of the following developmental delays, disorders, or disabilities <first name> has been diagnosed with?","Show list 144!

Multiple answers possible.",txt,,,,"Q143:ASTOR=1,2",,,,Q144,,,
soep-is,soep-is-2014-f,Q144,ASTOR1,2450,Wahrnehmung: Sehen und Hören,,Sensory impairment: vision and hearing,,bin,,,astor1,,,,,Q144,,,
soep-is,soep-is-2014-f,Q144,ASTOR2,2450,"Motorik: Greifen, Krabbeln, Laufen",,"Motor impairment: grasping, crawling, walking",,bin,,,astor2,,,,,Q144,,,
soep-is,soep-is-2014-f,Q144,ASTOR3,2450,Neurologische Störung: Krämpfe und ähnliches,,Neurological impairment: cramps and similar conditions,,bin,,,astor3,,,,,Q144,,,
soep-is,soep-is-2014-f,Q144,ASTOR4,2450,"Sprache: Lautbildung, Spracherwerbsstörung",,"Linguistic impairment: articulation, language learning disorder",,bin,,,astor4,,,,,Q144,,,
soep-is,soep-is-2014-f,Q144,ASTOR5,2450,"Regulation: untröstbares Schreien, dauerhafte Schlaf- oder Essstörung",,"Regulation: inconsolable crying, long-term sleeping or eating disorder",,bin,,,astor5,,,,,Q144,,,
soep-is,soep-is-2014-f,Q144,ASTOR6,2450,Chronische Krankheit,,Chronic illness,,bin,,,astor6,,,,,Q144,,,
soep-is,soep-is-2014-f,Q144,ASTOR7,2450,Körperliche Behinderung,,Physical disability,,bin,,,astor7,,,,,Q144,,,
soep-is,soep-is-2014-f,Q144,ASTOR8,2450,Geistige Behinderung,,Mental disability,,bin,,,astor8,,,,,Q144,,,
soep-is,soep-is-2014-f,Q144,ASTOR9,2450,Sonstiges,,Other,,bin,,,astor9,,,,,Q144,,,
soep-is,soep-is-2014-f,Q144,ASTOR10,2450,Nichts davon,,None of these,,bin,,,astor10,,,,,Q144,,,
soep-is,soep-is-2014-f,Q144,ASTORka,2450,Keine Angabe,,No Answer,,bin,,,astorka,,,,,Q144,,,
soep-is,soep-is-2014-f,Q145,,1794,"Besucht <Vorname> derzeit eine Betreuungseinrichtung, also Kinderkrippe, Kindergarten, Kindertageseinrichtung oder Hort?",,"Does <name> attend a care giving facility, notably a crèche, kindergarten or a nursery?",,cat,1+16,,aein1,,,,,Q145,,,
soep-is,soep-is-2014-f,Q146,,1795,Und wie lange besucht <Vorname> diese Betreuungseinrichtung in der Regel?,,And how long does <name> attend this care giving faicilty normally?,,txt,,,,Q145:AEIN1= „Ja“,,,,Q146,,,
soep-is,soep-is-2014-f,Q146,AEIN1S,1795,Tatsächliche Stunden pro Tag:,,real hours per day:,,int,,,aein1s,,,,,Q146,,,
soep-is,soep-is-2014-f,Q147,,1796,"Gibt es daneben noch Personen ohne Haushaltsangehörige, die das Kind regelmäßig betreuen?",,Are there also other people (none household members) who are regularly involved in taking care of the child?,,txt,,,,,,,,Q147,,,
soep-is,soep-is-2014-f,Q147,ABET5,1796,"Ja, Tagesmutter außerhalb des Haushalts",,"Yes, a day nanny outside of the household",,bin,,,abet5,,,,,Q147,,,
soep-is,soep-is-2014-f,Q147,ABET3,1796,"Ja, bezahlte Betreuungsperson kommt ins Haus",,"Yes, a paid childcare provider comes to our home",,bin,,,abet3,,,,,Q147,,,
soep-is,soep-is-2014-f,Q147,ABET1,1796,"Ja, Verwandte",,"Yes, relatives",,bin,,,abet1,,,,,Q147,,,
soep-is,soep-is-2014-f,Q147,ABET2,1796,"Ja, Freunde, Bekannte, Nachbarn",,"Yes, friends, acquaintances, neighbors",,bin,,,abet2,,,,,Q147,,,
soep-is,soep-is-2014-f,Q147,ABET4,1796,Nein,,No,,bin,,,abet4,,,,,Q147,,,
soep-is,soep-is-2014-f,Q147,ABETKA,1796,Keine Angabe,,No Answer,,bin,,,abetka,,,,,Q147,,,
soep-is,soep-is-2014-f,Q148,,2452,"Kommen wir nun zu Kind <Vorname>
Besucht <Vorname> derzeit eine Betreuungseinrichtung, also Kinderkrippe, Kindergarten oder Kindertageseinrichtung?",,"Now we ask you about <first name>
Is <first name> currently attending a childcare facility, that is, nursery school, kindergarten, pre-school, or daycare?","if age is 24-47 months, as it follows",cat,1+16,,bein1,,,,,Q148,,,
soep-is,soep-is-2014-f,Q149,,2453,Und wie lange besucht <Vorname> diese Betreuungseinrichtung in der Regel? Bitte geben Sie die tatsächlichen Stunden pro Tag an.,Bitte geben Sie die tatsächlichen Stunden pro Tag an.,And how many hours does <first name> usually spend at this childcare facility?,Please specify the actual hours per day.,txt,,,,Q148:BEIN1 X1=„Ja“,,,,Q149,,,
soep-is,soep-is-2014-f,Q149,BEIN1S,2453,Tatsächliche Stunden pro Tag:,,Actual hours per day:,,int,,,bein1s,,,,,Q149,,,
soep-is,soep-is-2014-f,Q150,,1799,"Gibt es daneben noch Personen ohne Haushaltsangehörige, die das Kind regelmäßig betreuen?",Mehrfachnennungen möglich!,Are there also other people (none household members) who are regularly involved in taking care of the child?,Multiple answers possible.,txt,,,,,,,,Q150,,,
soep-is,soep-is-2014-f,Q150,BBET5,1799,"Ja, Tagesmutter außerhalb des Haushalts",,"Yes, a day nanny outside of the household",,bin,,,bbet5,,,,,Q150,,,
soep-is,soep-is-2014-f,Q150,BBET3,1799,"Ja, bezahlte Betreuungsperson kommt ins Haus",,"Yes, a paid childcare provider comes to our home",,bin,,,bbet3,,,,,Q150,,,
soep-is,soep-is-2014-f,Q150,BBET1,1799,"Ja, Verwandte",,"Yes, relatives",,bin,,,bbet1,,,,,Q150,,,
soep-is,soep-is-2014-f,Q150,BBET2,1799,"Ja, Freunde, Bekannte, Nachbarn",,"Yes, friends, acquaintances, neighbors",,bin,,,bbet2,,,,,Q150,,,
soep-is,soep-is-2014-f,Q150,BBET4,1799,Nein,,No,,bin,,,bbet4,,,,,Q150,,,
soep-is,soep-is-2014-f,Q150,BBETKA,1799,Keine Angabe,,No Answer,,bin,,,bbetka,,,,,Q150,,,
soep-is,soep-is-2014-f,Q151,,180,Wie ist gegenwärtig das Gewicht von <Vorname>?,,What is <first name>'s current weight?,,txt,,,,,,,,Q151,,,
soep-is,soep-is-2014-f,Q151,BGEW,180,Gewicht in Kilogramm,,weight in kilogram:,,int,,,bgew,,,,,Q151,,,
soep-is,soep-is-2014-f,Q152,,1424,Wie ist gegenwärtig die Größe von <Vorname>?,,What is <first name>'s current height?,,txt,,,,,,,,Q152,,,
soep-is,soep-is-2014-f,Q152,BGRO,1424,Körpergröße in cm,,body height in cm:,,int,,,bgro,,,,,Q152,,,
soep-is,soep-is-2014-f,Q153,,503,"Ist <Vorname> in irgendeiner Weise eingeschränkt oder daran gehindert, Dinge zu tun, die die meisten gleichaltrigen Kinder tun können?",,Is <name> in any way limited or inhibited to do things which most children at the same age can do?,,cat,1+16,,bstor,,,,,Q153,,,
soep-is,soep-is-2014-f,Q154,,2457,Ist von einem Arzt bei <Vorname> einmal eine der folgenden Erkrankungen oder Störungen festgestellt worden?,"Bitte Liste 154 vorlegen!

Mehrfachnennungen möglich!",Has <first name> been diagnosed by a doctor as having any of the following diseases or impairments?,"Show list 154!

Multiple answers possible.",txt,,,,,,,,Q154,,,
soep-is,soep-is-2014-f,Q154,BSTOR1,2457,Asthma,,Asthma,,bin,,,bstor1,,,,,Q154,,,
soep-is,soep-is-2014-f,Q154,BSTOR2,2457,Chronische Bronchitis,,Chronic bronchitis,,bin,,,bstor2,,,,,Q154,,,
soep-is,soep-is-2014-f,Q154,BSTOR3,2457,"Spastische, akustische Bronchitis",,Spastic/acute bronchitis,,bin,,,bstor3,,,,,Q154,,,
soep-is,soep-is-2014-f,Q154,BSTOR4,2457,"Pseudokrupp, Kruppsyndrom",,Pseudocroup / Croup Syndrome,,bin,,,bstor4,,,,,Q154,,,
soep-is,soep-is-2014-f,Q154,BSTOR5,2457,Mittelohrentzündung,,Middle ear inflammation,,bin,,,bstor5,,,,,Q154,,,
soep-is,soep-is-2014-f,Q154,BSTOR6,2457,Heuschnupfen,,Hay fever,,bin,,,bstor6,,,,,Q154,,,
soep-is,soep-is-2014-f,Q154,BSTOR7,2457,Neurodermitis,,Neurodermatitis,,bin,,,bstor7,,,,,Q154,,,
soep-is,soep-is-2014-f,Q154,BSTOR8,2457,"Fehlsichtigkeit, zum Beispiel Schielen",,Vision impairment such as lazy eye,,bin,,,bstor8,,,,,Q154,,,
soep-is,soep-is-2014-f,Q154,BSTOR9,2457,Schwerhörigkeit,,Hearing impairment,,bin,,,bstor9,,,,,Q154,,,
soep-is,soep-is-2014-f,Q154,BSTOR10,2457,Ernährungsstörungen,,Nutritional Disorders,,bin,,,bstor10,,,,,Q154,,,
soep-is,soep-is-2014-f,Q154,BSTOR11,2457,"Störungen der Motorik, des Bewegungsapparats",,Impairment of the motor or musculoskeletal system,,bin,,,bstor11,,,,,Q154,,,
soep-is,soep-is-2014-f,Q154,BSTOR12,2457,Sonstige Störungen oder Behinderungen,,Other impairments or disorders,,bin,,,bstor12,,,,,Q154,,,
soep-is,soep-is-2014-f,Q154,BSTOR14,2457,"Nein, nichts davon",,"No, none of the above",,bin,,,bstor14,,,,,Q154,,,
soep-is,soep-is-2014-f,Q154,BSTORKA,2457,Keine Angabe,,No Answer,,bin,,,bstorka,,,,,Q154,,,
soep-is,soep-is-2014-f,Q154,BSTOR13,2457,"[Sonstige Störungen oder Behinderungen], und zwar:",,Other impairments or disabilities (please state):,,chr,,,bstor13,,,,,Q154,,,
soep-is,soep-is-2014-f,Q155a,,2458,"Im Folgenden lese ich Ihnen eine Reihe von Aussagen vor. Bitte sagen Sie mir jeweils inwieweit diese Aussagen auf <Vorname> zutreffen.
Bitte berücksichtigen Sie bei der Antwort das Verhalten des Kindes in den letzten sechs Monaten.
Mein Kind …","Antworten Sie bitte anhand folgender Skala.
Der Wert 1 bedeutet „trifft überhaupt nicht zu“.
Der Wert 7 bedeutet „trifft voll zu“.
Mit den Werten zwischen 1 und 7 können Sie Ihre Meinung abstufen. 

Bitte Liste 155 vorlegen!","Below I will read out some statements. Please tell me to which extent these statements apply to <name>.
Please consider for your answer the behaviour of the child within the last six months.
My child","Please answer using the following scale from 1 to 7, where 1 means “Does not apply at all” and 7 means “Does fully apply”. You can weigh your answers using the steps between “1” and “7”. Show list 155!",txt,,,,,,,,Q155a,,,
soep-is,soep-is-2014-f,Q155a,BVER01,2458,ist rücksichtsvoll,,is considerate,,cat,53+16,,bver01,,,,,Q155a,,,
soep-is,soep-is-2014-f,Q155a,BVER02,2458,"ist unruhig, überaktiv, kann nicht lange stillsitzen",,"is restless, hyperactive, can't sit still for a long time",,cat,53+16,,bver02,,,,,Q155a,,,
soep-is,soep-is-2014-f,Q155a,BVER03,2458,"teilt gerne mit anderen Kindern (Süßigkeiten, Spielzeug, Buntstift usw.)",,"likes to share with other children (candy, toys, crayons, etc.)",,cat,53+16,,bver03,,,,,Q155a,,,
soep-is,soep-is-2014-f,Q155a,BVER04,2458,"hat oft Wutanfälle, ist aufbrausend",,"often has rage attacks, is short-tempered",,cat,53+16,,bver04,,,,,Q155a,,,
soep-is,soep-is-2014-f,Q155a,BVER05,2458,"ist ein Einzelgänger, spielt meist alleine",,"is a loner, usually plays alone ",,cat,53+16,,bver05,,,,,Q155a,,,
soep-is,soep-is-2014-f,Q155a,BVER06,2458,"hilfsbereit, wenn andere verletzt, krank oder betrübt sind",,"is helpful when others are hurt, sick, or sad",,cat,53+16,,bver06,,,,,Q155a,,,
soep-is,soep-is-2014-f,Q155a,BVER07,2458,ist ständig zappelig,,is always fidgety,,cat,53+16,,bver07,,,,,Q155a,,,
soep-is,soep-is-2014-f,Q155a,BVER08,2458,streitet sich oft mit anderen Kindern oder schikaniert sie,,often quarrels with other children or picks on them,,cat,53+16,,bver08,,,,,Q155a,,,
soep-is,soep-is-2014-f,Q155b,,2459,"Bitte berücksichtigen Sie bei der Antwort das Verhalten des Kindes in den letzten sechs Monaten.

Das Kind…","Fortsetzung

Liste 155 liegt vor!","Please consider for your answer the behaviour of the child within the last six months.

My child…",Continuation. List 155 is available!,txt,,,,,,,,Q155b,,,
soep-is,soep-is-2014-f,Q155b,BVER09,2459,"ist oft unglücklich oder niedergeschlagen, weint häufig",,"is often unhappy or in low spirits, cries a lot",,cat,53+16,,bver09,,,,,Q155b,,,
