study,questionnaire,question,item,number,concept,text,instruction,answer_list,scale,filter,goto,label,description,dummy,meta,view_sort_id,view_lft,view_rgt,view_import_note,view_import_concept,view_import_type,view_first_concept,view_calculated_number,view_calculated_item,text_de,instruction_de
soep-is,soep-is-2012-aufwuchs,Q24548A,,0,,"Please carry on having your work life, education or job search in mind: To what extent do the following statements apply in terms of this area?",,,txt,Q160d;PALO=1,,Control striving Work Life,,,,2469,1475,1478,,,,,,,Denken Sie bitte weiterhin an Ihr Arbeitsleben beziehungsweise Ihre Ausbildung oder Ihre Arbeitssuche: Inwieweit treffen die folgenden Aussagen in Bezug auf diesen Bereich zu?,"Antworten Sie bitte anhand der folgenden Skala von 0 bis 10, wobei 0 ""trifft überhaupt nicht zu"" und 10 ""trifft voll und ganz zu"" bedeutet. Mit den Werten dazwischen können Sie Ihre Einschätzung abstufen.
-> Liste 24548 vorlegen"
soep-is,soep-is-2012-aufwuchs,Q24548A,0,0,,"If I cannot attain a goal, I put effort into other meaningful goals.",,csm08,cat,,,Control striving Work Life – In unattainability putting effort into other meaningful goals,,,,2475,,,,,,,,,"Wenn ich ein Ziel nicht erreichen kann, verfolge ich andere Ziele, die mir wichtig sind.",
soep-is,soep-is-2012-aufwuchs,Q24548B,,0,,Continued,,,txt,,,,,,,2476,1476,1480,,,,,,,Fortsetzung,
soep-is,soep-is-2012-aufwuchs,Q24548B,0,0,,"If I can’t attain a goal one way, I look for alternative ways to still get to it.",,csm08,cat,,,Control striving Work Life – Looking for alternative ways to get to goal,,,,2482,,,,,,,,,"Wenn ich beim Verfolgen eines Ziels nicht weiterkomme, suche ich nach neuen Wegen, um es doch noch zu erreichen.",
soep-is,soep-is-2012-aufwuchs,Q24549,,0,,"Now, please have the areas partnership and family in mind. Were there any events or changes – be those positive or negative – that you have experienced as being particularly challenging and that had consequences that are still noticeable today?",,csm09,cat,"Q161;PERW=5,9 & not Q160d;PALO=1",,Perceived partner/familiy stress ,,,,2483,1478,1482,,,,,,,"Bitte denken Sie nun an die Bereiche Partnerschaft und Familie. 

Gab es dort im Laufe des vergangenen Jahres ein Ereignis oder eine Veränderung, die Sie als besonders herausfordernd erlebt haben und die Sie immer noch beschäftigt- sei dies positiver oder negativer Art?",
soep-is,soep-is-2012-aufwuchs,Q24549,0,0,,"Yes, in fact: ",,,chr,,,"Perceived partner/familiy stress – Yes, in fact",,,,2484,,,,,,,,,"Ja, und zwar:",
soep-is,soep-is-2012-aufwuchs,Q24550,,0,,"Question to the Interviewer:  Was the event or change described rather positive, neutral or negative from the  interviewee?",,csm10,cat,Q24549;CSM09=1,,"Interviewer question: valency of Partner, family",,,,2485,1480,1483,,,,,,,"Frage an den Interviewer:

Ist das Ereignis oder die Veränderung eher positiv, neutral oder negativ beschrieben worden?",
soep-is,soep-is-2012-aufwuchs,Q24551,,0,,Have you had any influence on those changes or their consequences?,,csm11,cat,Q24549;CSM09=1,,"Influence on change regarding partner, familiy",,,,2486,1482,1484,,,,,,,"Hatten Sie das Gefühl, dass sie diese Veränderung und ihre Folgen beeinflussen konnten?","Antworten Sie bitte anhand der folgenden Skala von 1 bis 10, wobei 0 ""überhaupt nicht"" und 10 ""voll und ganz"" bedeutet. Mit den Werten dazwischen können Sie Ihre Einschätzung abstufen.

-> Liste 24547 vorlegen"
soep-is,soep-is-2012-aufwuchs,Q24552A,,0,,Please carry on having the areas partnership and family in mind: To what extent do the following statements apply?,,,txt,"Q161;PERW=5,9",,Control striving Partner/Family,,,,2487,1483,1486,,,,,,,Denken Sie bitte weiterhin an die Bereiche Partnerschaft und Familie: Inwieweit treffen die folgenden Aussagen zu?,"Antworten Sie bitte anhand der folgenden Skala von 0 bis 10, wobei 0 ""trifft überhaupt nicht zu"" und 10 ""trifft voll und ganz zu"" bedeutet. Mit den Werten dazwischen können Sie Ihre Einschätzung abstufen.

-> Liste 24548 vorlegen"
soep-is,soep-is-2012-aufwuchs,Q24552A,0,0,,"If I cannot attain a goal, I put effort into other meaningful goals.",,csm12,cat,,,Control striving Partner/Family  – In unattainability putting effort into other meaningful goals,,,,2493,,,,,,,,,"Wenn ich ein Ziel nicht erreichen kann, verfolge ich andere Ziele, die mir wichtig sind.",
soep-is,soep-is-2012-aufwuchs,Q24552B,,0,,Continued,,,txt,,,,,,,2494,1484,1488,,,,,,,Fortsetzung,
soep-is,soep-is-2012-aufwuchs,Q24552B,0,0,,"If I can’t attain a goal one way, I look for alternative ways to still get to it.",,csm12,cat,,,Control striving Partner/Family  – Looking for alternative ways to get to goal,,,,2500,,,,,,,,,"Wenn ich beim Verfolgen eines Ziels nicht weiterkomme, suche ich nach neuen Wegen, um es doch noch zu erreichen.",
soep-is,soep-is-2012-aufwuchs,Q24569_1,,0,,Now we come to another topic. There are different ideas about what makes a just society. What is your personal opinion about this? ,,,txt,,,Basic Social Justice Orientations (BSJO),,,,2501,1486,1490,,,,,,,"Kommen wir nun zu einem ganz anderen Thema.  Es gibt unterschiedliche Vorstellungen darüber, wann unsere Gesellschaft gerecht ist. Ich lese Ihnen im Folgenden einige Aussagen vor. Sagen Sie mir bitte jeweils, wie Ihre persönliche Meinung dazu ist.","Bitte antworten Sie anhand der folgenden Skala von 1 bis 7. Der Wert 1 bedeutet ""stimme überhaupt nicht zu"", der Wert 7 ""stimme voll und ganz zu"". Mit den Werten dazwischen können Sie Ihre Meinung abstufen.

-> Liste 24569 vorlegen"
soep-is,soep-is-2012-aufwuchs,Q24569_1,0,0,,It is just if members of respected families have advantages in their lives. ,,sim04,cat,,,Basic Social Justice Orientations (BSJO) – Advantages from Family Membership,,,,2505,,,,,,,,,"Es ist gerecht, wenn Personen, die aus angesehenen Familien stammen, dadurch Vorteile im Leben haben.",
soep-is,soep-is-2012-aufwuchs,Q24569_2,,0,,Continued,,,txt,,,,,,,2506,1488,1492,,,,,,,Fortsetzung,
soep-is,soep-is-2012-aufwuchs,Q24569_2,0,0,,It is just if people at the top of a society have better living conditions than those at the bottom. ,,sim04,cat,,,Basic Social Justice Orientations (BSJO) – Better Living Conditions for Top of Society,,,,2514,,,,,,,,,"Es ist gerecht, wenn diejenigen, die in einer Gesellschaft oben stehen, bessere Lebensbedingungen haben als diejenigen, die unten stehen.",
soep-is,soep-is-2012-aufwuchs,Q1drm,,0,,"Now we would like to know what you did yesterday and how you did feel about it. First you will be asked when you got up yesterday. Then you will be requested to reconstruct the previous day with the help of this list booklet. Please think about your day as a sequence of episodes. In general, these episodes last from 15 minutes to 2 hours. The mark of an end of an episode can be a change of location, the end of an activity and the beginning of another activity or a change of the people involved. About some episodes further questions will be ask. ",,,txt,,,DRM introduction,,,,2515,1490,1494,,,,,,,"Wir würden nun gerne erfahren, was Sie gestern gemacht haben und wie Sie sich dabei gefühlt haben. Sie werden zunächst gefragt, wann Sie gestern aufgestanden sind. Danach werden Sie gebeten, den gestrigen Tag mit Hilfe dieses Listenheftes zu rekonstruieren. Denken Sie dabei bitte an Ihren Tag als Abfolge von Episoden. In der Regel dauern diese Episoden zwischen 15 Minuten und 2 Stunden. Anzeichen für das Ende einer Episode kann ein Ortswechsel, das Ende einer Aktivität und der Beginn einer anderen Aktivität oder eine Veränderung der beteiligten Personen sein. Zu einigen Episoden werden Ihnen danach weitergehende Fragen gestellt.","Bitte Liste Q2drm vorlegen! => Bitte folgendes Format verwenden hh:mm
=> Sie können die Zeit in diesem Format eingeben oder die Zeit auswählen"
soep-is,soep-is-2012-aufwuchs,Q1drm,0,0,,When did you get up yesterday?,,,int,,,"Time of getting up, Yesterday",,,,2516,,,,,,,,,Wann sind Sie gestern aufgestanden?,
soep-is,soep-is-2012-aufwuchs,Q2drm,,0,,"What did you do afterwards? If you have carried out several activities simultaneously, we are interested in the most important activity first. Please chose from the following list:",,q2drm,cat,,,Activities,,,,2517,1492,1495,,,,,,,"Was haben Sie danach gemacht? Falls Sie mehrere Aktivitäten gleichzeitig durchgeführt haben, interessiert uns zunächst die wichtigste Aktivität.
Bitte wählen Sie diese von dieser Liste:",-> Liste Q2drm vorlegen.
soep-is,soep-is-2012-aufwuchs,Q3drm,,0,,"You have specified <""activity from Q2drm"">. ",,,txt,,,Start activity,,,,2518,1494,1497,,,,,,,"Sie haben angegeben <""Aktivität aus Q2drm"">. 
",Bitte folgendes Format verwenden hh:mm
soep-is,soep-is-2012-aufwuchs,Q3drm,0,0,,Did you do another activity from the list above too at this time?,,q5drm,cat,,,"Other additional  activity, Y/N",,,,2521,,,,,,,,,Haben Sie während dieser Zeit noch eine andere Aktivität von dieser Liste gemacht?,
soep-is,soep-is-2012-aufwuchs,Q6drm,,0,,Please select the activity from this list:,,q6drm,cat,,,Other additional  activity,,,,2522,1495,1498,,,,,,,Bitte wählen Sie diese von dieser Liste:,-> Liste Q2drm vorlegen.
soep-is,soep-is-2012-aufwuchs,Q7drm,,0,,"You have specified <""activity from Q6drm"">. ",,,txt,,,Other additional  activity – Time,,,,2523,1497,1500,,,,,,,"Sie haben angegeben <""Aktivität aus Q6drm"">.  ",
soep-is,soep-is-2012-aufwuchs,Q7drm,0,0,,At what time did you finish this activity?,,,int,,,Other additional  activity – time finish,,,,2525,,,,,,,,,Zu welcher Uhrzeit haben Sie diese Aktivität beendet?,
soep-is,soep-is-2012-aufwuchs,Q9drm,,0,,"Overall, was this episode <""activity from Q6drm"">  from <start time> until <finishing time> rather pleasant or rather unpleasant?",,q9drm,cat,,,Activity – pleasent,"Researcher Notes:
Ab hier Schleife programmieren ab Q2drm Aktivitäten - Q9drm. Bis zu dem Zeitpunkt, wenn bei Q2drm ""Ende des Tages"" angegeben wird.
",,,2526,1498,1501,,,,,,,"Insgesamt gesehen, war diese Episode <""Aktivität aus Q2drm""> von <Uhrzeit Beginn> bis <Uhrzeit Ende> eher angenehm oder eher unangenehm?",
soep-is,soep-is-2012-aufwuchs,Q11drmIntro,,0,,Now come a few additional questions for three of these activities .,,,txt,,,3 Activities,"Researcher Notes:
Bitte 3 der zuvor genannten Aktivitäten zufällig wählen und dazu Fragen Q10drm, Q11drm und Q12drm stellen. Schleife programmieren.
",,,2527,1500,1502,,,,,,,Für drei der genannten Aktivitäten kommen jetzt noch ein paar Zusatzfragen.,
soep-is,soep-is-2012-aufwuchs,Q11drm,,0,,"Who was involved in this activity? Activity: <""activity from Q2drm""> during the time from  <start time> until <finishing time>",,,txt,,,Persons involved – Activity,,,,2528,1501,1504,,,,,,,"Wer war an dieser Aktivität beteiligt?
Aktivität: <""Aktivität aus Q2drm""> in der Zeit von <Uhrzeit Beginn> bis <Uhrzeit Ende>",-> Liste Q11drm vorlegen.
soep-is,soep-is-2012-aufwuchs,Q11drm,0,0,,Other person (s),,,bin,,,Persons involved – Other person (s),,,,2537,,,,,,,,,Andere Person(en),
soep-is,soep-is-2012-aufwuchs,Q12drm,,0,,On a scale from 1 (not at all) to 7 (very strongly) how strongly did you experience the following feelings during the listed activity?,,,txt,,,Feelings -Activity,"Researcher Notes:
Ab hier Schleife programmieren zu den 3 zufällig ausgewählten Aktivitäten Q10drm bis Q12drm
",,,2538,1502,1506,,,,,,,"Wie stark haben Sie auf einer Skala von 1 (gar nicht) bis 7 (sehr stark) die folgenden Gefühle bei der angeführten Aktivität empfunden?
Aktivität: <""Aktivität aus Q2drm""> Zeit von <Uhrzeit Beginn> bis <Uhrzeit Ende>.",-> Liste Q12drm vorlegen
soep-is,soep-is-2012-aufwuchs,Q12drm,0,0,,A deeper meaning,,q12drm,cat,,,Feelings – Activity –A deeper meaning,,,,2551,,,,,,,,,Einen tieferen Sinn,
soep-is,soep-is-2012-aufwuchs,Q10drm,,0,,"Where have you been during the mentioned activity? Activity: <""activity from Q2drm""> during the time from  <start time> until <finishing time>",,q10drm,cat,,,Whereabout – Activity,,,,2552,1504,1507,,,,,,,"Wo haben Sie sich in dieser Zeit bei der aufgeführten Aktivität befunden?
Aktivität: <""Aktivität aus Q2drm""> Zeit von <Uhrzeit Beginn> bis <Uhrzeit Ende>",
soep-is,soep-is-2012-aufwuchs,EB_DRM1,,0,,"Please tell us about the just performed „DRM-Test"", how comprehensible is the test formulated for the target person and how would you assess the willingness to participate of the target person. 
",,,txt,,,Evaluation DRM,,,,2553,1506,1509,,,,,,,"Bitte geben Sie uns zu dem eben durchgeführten DRM-Test an, wie verständlich der Test für die Zielperson formuliert ist und wie Sie die Teilnahmebereitschaft der Zielperson bewerten würden.","Bewertung in Schulnoten! 1 = ""sehr gut""
2 = ""gut""
3 = ""befriedigend""
4 = ""ausreichend""
5 = ""mangelhaft""
6 = ""ungenügend"""
soep-is,soep-is-2012-aufwuchs,EB_DRM1,0,0,,Willingness to respond,,,int,,,Experience report: DRM - Willingness to respond of the target person,,,,2555,,,,,,,,,Teilnahmebereitschaft (Range 1 to 6):,
soep-is,soep-is-2012-aufwuchs,EB_DRM2,,0,,"If necessary, please provide additional information about the just completed test.",,eb_drm2,cat,,,Experience report: DRM – Additional Information,,,,2556,1507,1511,,,,,,,"Falls erforderlich, geben Sie uns bitte noch zusätzlich Erläuterungen.",
soep-is,soep-is-2012-aufwuchs,EB_DRM2,0,0,,"Yes, in fact:",,,chr,,,"Experience report: DRM – Additional Information, in fact:",,,,2557,,,,,,,,,"Ja, und zwar:",
soep-is,soep-is-2012-aufwuchs,Q24573,,0,,Now I am going to read out two statements. Please tell me for each statement how much it applies to you or not.,,,txt,,,Waiver,,,,2558,1509,1513,,,,,,,"Ich lese Ihnen nun zwei Aussagen vor. Bitte sagen Sie mir jeweils, wie sehr diese Aussage auf Sie zutrifft oder nicht zutrifft.","Antworten Sie bitte anhand der folgenden Skala von 1 bis 7
Der Wert 1 bedeutet: trifft überhaupt nicht zu.
Der Wert 7 bedeutet: trifft voll zu.
Mit den Werten zwischen 1 und 7 können Sie Ihre Meinung abstufen.

-> Liste 24573 vorlegen"
soep-is,soep-is-2012-aufwuchs,Q24573,0,0,,I am someone who is doing without today to be able to generally have more choices in the future.,,gm04,cat,,,Waiver -  to have more choices in the future,,,,2560,,,,,,,,,"Ich bin jemand, der heute auf etwas verzichtet, damit ich allgemein in Zukunft mehr Wahlmöglichkeiten habe.",
soep-is,soep-is-2012-aufwuchs,Q24574,,0,,For different people diverse things may be of importance for their life style or personal satisfaction. How important are the following life areas for you?,,,txt,,,Importance - area of life,,,,2561,1511,1515,,,,,,,Verschiedene Menschen können unterschiedliche Dinge für ihre Lebensgestaltung oder ihre persönliche Zufriedenheit wichtig sein. Wie wichtig sind Ihnen die folgenden Bereiche ?,"Bitte antworten Sie anhand der nachfolgenden Skala von 0 bis 10.
0 bedeutet ""ganz und gar unwichtig"", 10 bedeutet ""ganz und gar wichtig"". 
Mit den Werten dazwischen können Sie Ihre Einschätzung abstufen.

-> Liste 24574 vorlegen"
soep-is,soep-is-2012-aufwuchs,Q24574,0,0,,Preservation of the life chances of future generations,,gm05,cat,,,Importance – Preservation of the life chances of future generations,,,,2577,,,,,,,,,Erhaltung der Lebenschancen für nachfolgende Generationen,
soep-is,soep-is-2012-aufwuchs,Q24576,,0,,"What do you expect if you see 50 years in the future: In what areas do you expect an improvement of life conditions for a person of your age, sex and social status? Please mention 3 areas maximum.",,,txt,,,Expectation about future life condition,,,,2578,1513,1517,,,,,,,"Was erwarten Sie wenn Sie 50 Jahre in die Zukunft schauen: In welchen Bereichen erwarten Sie hier in Deutschland eine Verbesserung der Lebensbedingungen für eine Person Ihres Alters, Geschlechts und sozialen Status?
Bitte nennen Sie maximal drei Bereiche.",
soep-is,soep-is-2012-aufwuchs,Q24576,0,0,,3rd area,,,chr,,,Expectation about future life condition – area 3,,,,2581,,,,,,,,,3. Bereich,
soep-is,soep-is-2012-aufwuchs,Q24577,,0,,"And if you see again 50 years in future: In what areas do you expect a change for the worse in life conditions for a person of your age, sex and social status? Please mention 3 areas maximum.",,,txt,,,Expectation about future life condition negative,,,,2582,1515,1519,,,,,,,"Und wenn Sie noch einmal 50 Jahre in die Zukunft schauen:
In welchen Bereichen erwarten Sie hier in Deutschland eine Verschlechterung der Lebensbedingungen für eine Person Ihres Alters, Geschlechts und sozialen Status?
Bitte nennen Sie auch hier maximal drei Bereiche.",
soep-is,soep-is-2012-aufwuchs,Q24577,0,0,,3rd area,,,chr,,,Expectation about future life condition negative -  area 3,,,,2585,,,,,,,,,3. Bereich,
soep-is,soep-is-2012-aufwuchs,Q24578,,0,,Now I am going to read out a few statements again. Please tell me to what extent these statements apply to you.,,,txt,,,Sense of independence,,,,2586,1517,1521,,,,,,,"Ich lese Ihnen nun erneut ein paar Aussagen vor. Bitte sagen Sie mir, inwiefern Sie diesen Aussagen zustimmen oder nicht zustimmen.","Bitte antworten Sie anhand einer Skala von 1 bis 7.
Dabei bedeutet 1 ""Stimme überhaupt nicht zu"" und 7 ""Stimme voll und ganz zu"". 
Mit den Werten dazwischen können Sie Ihre Antwort abstufen.

-> Liste 24578 vorlegen"
soep-is,soep-is-2012-aufwuchs,Q24578,0,0,,"If I want, I can practice my religion freely.",,gm08,cat,,,Sense of independence – Free practice of religion,,,,2591,,,,,,,,,"Wenn ich will, kann ich meine Religion frei ausüben.",
