study,questionnaire,concept,question,item,number,text_de,text,instruction_de,instruction,answer_list,scale,filter,goto,label,description,dummy,meta,view_sort_id,view_lft,view_rgt,view_import_note,view_import_concept,view_import_type,view_first_concept,view_calculated_number,,,label_de,,,,,
soep-is,soep-is-2012-haupt,paz12,Q182,,182,"Ist das eine Teilzeitbeschäftigung nach dem Gesetz zur Elternteilzeit (nach Bundeselterngeld- und Elternzeitgesetz, BEEG)?",Is this part-time employment provided for under the Federal Child-Raising Allowance Act (Bundeserziehungsgeldgesetz)?,,,paz12,cat,Q181;PERW=2,,Parental Part-Time Y/N,,,,468,1240,1250,Q182 | PAZ12 | Teilzeit in Elternzeit,paz12,Single coded,,1,,,Teilzeit in Elternzeit,paz12,P12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,pbefr2,Q183,,183,"Handelt es sich um eine ABM-Stelle oder eine gemeinnützige Arbeit, also einen sogenannten 1-Euro-Job?",Is the job part of a job-creation measure (ABM) or is it a so-called 1-Euro Job (community work)?,,,pbefr2,cat,"Q181;PERW=2,4",,Govt Make-Work Position,,,,469,1249,1251,Q183 | PBEFR2 | ABM-Stelle / 1-Euro-Job,pbefr2,Single coded,,1,,,ABM-Stelle / 1-Euro-Job,pbefr2,P12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,paz11,Q184,,184,Ist das eine geringfügige Beschäftigung nach der 400- bzw. 800-Euro-Regelung (Mini- bzw. Midi-Job)?,Is the job marginal part-time work in accordance with the 400/800-euro rule (Mini-Job / Midi-Job)?,,,paz11,cat,"Q181;PERW=2,4 & Q182;PAZ12=2",,Marginal Employment Regulations (Mini-/Midi-Job),,,,470,1250,1252,Q184 | PAZ11 | Mini/Midi-Job,paz11,Single coded,,1,,,Mini/Midi-Job,paz11,P12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,,Q185,,185,In welchem Jahr sind Sie zuletzt erwerbstätig gewesen?,What was the last year in which you were employed?,,,,txt,Q181;PERW=9,,Last Employment,,,,471,1251,1253,Q185 | LEND | Jahr der letzten Erwerbstätigkeit,lend,Single coded,,1,,,Letzte Erwerbstätigkeit,,P12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,lend,Q185,lend,185,Jahr,Year:,,,,int,,,Year of Last Employment,,,,471,1251,1253,Q185 | LEND | Jahr der letzten Erwerbstätigkeit,lend,Single coded,,1,,,Jahr der letzten Erwerbstätigkeit,LEND,P12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,l1no,Q185,l1no,185,"Trifft nicht zu, war nie erwerbstätig 
","Does not apply, I have never been employed",,,,bin,,,Never/Not Yet Employed,,,,471,1251,1253,Q185 | LEND | Jahr der letzten Erwerbstätigkeit,lend,Single coded,,1,,,Jahr der letzten Erwerbstätigkeit – Trifft nicht zu,lno1,P12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,lstd,Q186,,186,"Waren Sie zuletzt voll berufstätig, teilzeitbeschäftigt oder geringfügig beziehungsweise unregelmäßig erwerbstätig?","In your last job, were you employed full-time, part-time, or in marginal or irregular employment?",,,lstd,cat,Q185:LEND=1,,Extent of Previous Job,,,,472,1252,1254,Q186 | LSTD | Art der letzten Erwerbstätigkeit,lstd,Single coded,,1,,,Art der letzten Erwerbstätigkeit,LSTD,P12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,l1oed,Q187,,187,"Gehörte der Betrieb, in dem Sie zuletzt arbeiteten, zum öffentlichen Dienst bzw. zur Staatsverwaltung?",Was the company you last worked for part of the public sector or th public administration?,,,l1oed,cat,Q185:LEND=1,,Last Firm: Public Service,,,,473,1253,1255,Q187 | L1OED | Öffentlicher Dienst,l1oed,Single coded,,1,,,Öffentlicher Dienst,L1OED,P12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,pnerw02,Q188,,188,"Beabsichtigen Sie, in der Zukunft eine Erwerbstätigkeit aufzunehmen?",Do you intend to get a job (or start working again) in the future?,Liste 188 vorlegen,->Show list 188.,pnerw02,cat,Q181;PERW>6 | Q175;PALO_mit_Lela=1 | Q178;PALO_ohne_Lela=1,,Future Employment,,,,474,1254,1256,Q188 | PNERW02 | Absicht Erwerbstätigkeit,pnerw02,Single coded,,1,,,Absicht Erwerbstätigkeit,pnerw02,P12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,pnerw10,Q189,,189,Haben Sie innerhalb der letzten vier Wochen aktiv nach einer Stelle gesucht?,Have you actively looked for work within the last four weeks?,,,pnerw10,cat,Q188;PNERW02>1,,Looked for Work in Last 4 Weeks,,,,475,1255,1257,Q189 | PNERW10 | Aktive Stellensuche,pnerw10,Single coded,,1,,,Aktive Stellensuche,pnerw10,P12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,pnerw09,Q190,,190,"Wenn man Ihnen jetzt eine passende Stelle anbieten würde, könnten Sie dann innerhalb der nächsten zwei Wochen anfangen zu arbeiten?","If someone offered you an appropriate position right now, could you start working within the next two weeks?",,,pnerw09,cat,Q188;PNERW02>1,,Be Able to Start Work Immediately,,,,476,1256,1258,Q190 | PNERW09 | Arbeiten in zwei Wochen,pnerw09,Single coded,,1,,,Arbeiten in zwei Wochen,pnerw09,P12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,pwexl1,Q191,,191,Haben Sie nach dem 31. Dezember 2010 die Stelle gewechselt oder eine Arbeit neu aufgenommen?,"Did you change your job or start a new one after December 31, 2010?","Bitte beachten Sie:
Auch wenn Sie nach einer Unterbrechung z.B. Mutterschutz / Elternzeit Ihre Arbeit bei Ihrem
früheren Arbeitgeber wieder aufgenommen haben beantworten Sie diese Frage bitte mit ""Ja"".","Please state yes also, if you have returned to a past employer after a break in employment e.g., maternity leave (""Mutterschutz"") or parental leave (""Elternzeit"").",pwexl1,cat,"Q181;PERW=1,2,3,4",,Change Job (Filter Question),,,,477,1257,1259,Q191 | PWEXL1 | Stellenwechsel,pwexl1,Single coded,,1,,,Stellenwechsel,PWEXL1,P12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,,Q192,,192,Wie oft haben Sie seit dem 31. Dezember 2010 die Stelle gewechselt bzw. eine Arbeit neu aufgenommen?,"How often did you change your job or start a new one after December 31, 2010?",,,,txt,Q191;PWEXL1=1,,Frequency Change Job,,,,478,1258,1260,Q192 | PWEXL14 PWEXL15 | Häufigkeit Stellenwechsel,pwexl14 pwexl15,Single coded,,1,,,,,P12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,pwexl14,Q192,pwexl14,192,1 mal,once,,,,bin,Q191;PWEXL1=1,,"Frequency Change Job, Once ",,,,478,1258,1260,Q192 | PWEXL14 PWEXL15 | Häufigkeit Stellenwechsel,pwexl14 pwexl15,Single coded,,1,,,"Häufigkeit Stellenwechsel, 1 mal",pwexl14,P12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,pwexl15,Q192,pwexl15,192,Mehrmals und zwar :,"Several times, in fact:",,,,int,Q191;PWEXL1=1,,"Frequency Change Job, Several Times, In fact:",,,,478,1258,1260,Q192 | PWEXL14 PWEXL15 | Häufigkeit Stellenwechsel,pwexl14 pwexl15,Single coded,,1,,,"Häufigkeit Stellenwechsel, mehrmals und zwar",pwexl15,P12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,pwexl4,Q193,,193,Welche Art von beruflicher Veränderung war das?,What type of occupational change was it?,"Falls Sie mehrfach die Stelle gewechselt haben,
sagen Sie es bitte für den letzten Wechsel.

Liste 193 vorlegen","In the case that you have changed positions several times,
please pick the appropriate reason for the most recent change. ->Show list 193",pwexl4,cat,Q191;PWEXL1=1,,Type of Job Change,,,,479,1259,1261,Q193 | PWEXL4 | berufl. Veränderung,pwexl4,Single coded,,1,,,Berufliche Veränderung,PWEXL4,P12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,pber,Q194,,194,Welche berufliche Tätigkeit üben Sie derzeit aus?,What is your current position/occupation? ,"Bitte geben Sie die genaue Tätigkeitsbezeichnung an, also z.B. nicht ""kaufmännische
Angestellte"", sondern: ""Speditionskauffrau"", nicht ""Arbeiter"", sondern: ""Maschinenschlosser"".
Wenn Sie Beamter sind, geben Sie bitte Ihre Amtsbezeichnung an, z.B. ""Polizeimeister"",
oder ""Studienrat"". Wenn Sie Auszubildender sind, geben Sie bitte Ihren Ausbildungsberuf an.","Please give the exact title. For example, do not write ""clerk"", but ""shipping clerk""; not ""blue-collar worker"", but ""machine metalworker"". If you are engaged in public employment, please give your official title, for example, ""police chief"" or ""Studienrat"". If you are an apprentice or in vocational training, please state the profession associated with your training. ",,chr,"Q181;PERW=1,2,3,4",,Nat.Stat.Office-Occupation (Infratest),,,,480,1260,1262,Q194 | PBER | Berufliche Tätigkeit,pber,Numeric,,1,,,Berufliche Tätigkeit,pber,P12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,poed,Q195,,195,"Gehört der Betrieb, in dem Sie arbeiten, zum öffentlichen Dienst?",Do you work for a public sector employer?,,,poed,cat,"Q181;PERW=1,2,3,4",,Public Service,,,,481,1261,1263,Q195 | POED | Öffentlicher Dienst,poed,Single coded,,1,,,Öffentlicher Dienst,poed,P12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,pbra,Q196,,196,In welchem Wirtschaftszweig oder welcher Branche beziehungsweise welchem Dienstleistungsbereich ist das Unternehmen beziehungsweise die Einrichtung überwiegend tätig?,In which branch of business or industry is your company or institution active for the most part? ,"Bitte geben Sie die genaue Bezeichnung an, z.B. nicht ""Industrie"", sondern ""Elektroindustrie""; nicht ""Handel"", sondern ""Einzelhandel""; nicht ""öffentlicher Dienst"", sondern ""Krankenhaus"".","Please state the branch as exactly as possible, for example, not ""industry"", but ""electronics industry""; not ""trade"", but ""retail trade""; not ""public service"", but ""hospital"".",,chr,"Q181;PERW=1,2,3,4",,Industry Branch / Sector NACE (Infratest),,,,482,1262,1264,Q196 | PBRA | Wirtschaftszweig,pbra,Numeric,,1,,,Wirtschaftszweig,pbra,P12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,x,Q197,,197,In welcher beruflichen Stellung sind Sie derzeit beschäftigt?,What is your current occupational status? ,"Wenn Sie mehr als eine berufliche Tätigkeit ausüben, beantworten Sie die folgenden
Fragen bitte nur für Ihre derzeitige berufliche Haupttätigkeit.

Liste 197 vorlegen","If you are employed in more than one position, please answer the following questions for your main position only.

Show list 197.",x,cat,"Q181;PERW=1,2,3,4",,Occupational Status,,,,483,1263,1265,Q197 | X | Berufliche Stellung,x,Single coded,,1,,,Berufliche Stellung,,,,,
soep-is,soep-is-2012-haupt,pvor1,Q198,,198,"Sind Sie anderen bei der Arbeit leitend vorgesetzt, d.h. dass
Personen nach Ihren Anweisungen arbeiten?","In your position at work, do you supervise others? In other words, do people work under your direction?",,,pvor1,cat,"Q197;X=1,2,4",,"Supervises others, leadership position",,,,484,1264,1266,Q198 | PVOR1 | Leitende Tätigkeit,pvor1,Single coded,,1,,,Berufliche Stellung - Leitende Tätigkeit,pvor1,P12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,parb,Q199,,199,In welcher beruflichen Stellung sind Sie derzeit als Arbeiter beschäftigt?,In what occupational position are you currently employed as a blue-collar worker?,Liste 197 liegt vor!,List 197 is available.,parb,cat,Q197;X=1,,Blue-Collar Worker,,,,485,1265,1267,Q199 | PARB | Arbeiter,parb,Single coded,,1,,,Berufliche Stellung - Arbeiter,parb,P12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,pang,Q200,,200,In welcher beruflichen Stellung sind Sie als Angestellter beschäftigt?,In what occupational position are you currently employed as a white-collar worker?,Liste 197 liegt vor!,List 197 is available.,pang,cat,Q197;X=2,,White-Collar Worker,,,,486,1266,1268,Q200 | PANG | Angestellte,pang,Single coded,,2,,,Berufliche Stellung - Angestellte,pang,P12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,pamt,Q201,,201,In welcher beruflichen Stellung sind Sie derzeit als Beamter beschäftigt?,In what occupational position are you currently employed as a civil servant?,Liste 197 liegt vor!,List 197 is available.,pamt,cat,Q197;X=4,,Civil Servant,,,,487,1267,1269,Q201 | PAMT | Beamte,pamt,Single coded,,2,,,Berufliche Stellung - Beamte,pamt,P12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,pazubi,Q202,,202,In welcher beruflichen Stellung sind Sie derzeit als Auszubildender oder Praktikant beschäftigt?,In what occupational position are you currently employed as a apprentice/ trainee and intern,->Liste 197 liegt vor!,List 197 is available.,pazubi,cat,Q197;X=5,,"Trainee, Assistant",,,,488,1268,1270,Q202 | PAZUBI | Auszubildende,pazubi,Single coded,,2,,,Berufliche Stellung - Auszubildende,pazubi,P12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,,Q203,,203,Seit wann sind Sie bei Ihrem jetzigen Arbeitgeber beschäftigt? / Seit wann üben Sie Ihre jetzige Tätigkeit aus?,Since when have you been working for your current employer? / Since when do you practice your current work?,"Befragungsmonat ist [aktuellen Monat einblenden/2012], Angabe darf kein späteres Datum ergeben","Survey month is [display current month / 2012], no specification shall result in a later date",,txt,"Q181;PERW=1,2,3,4",,Start Current Position ,,,,489,1269,1273,Q203 | PSEITJ PSEITM | Seit wann beim Arbeitgeber,pseitj pseitm,Multi coded,,2,,,Seit wann beim Arbeitgeber,,,,,
soep-is,soep-is-2012-haupt,pseitj,Q203,pseitj,203,Jahr,Year,,,,chr,,,Start Current Position (Year),,,,490,,,,,,,2,,,Seit wann beim Arbeitgeber - Jahr,pseitj,P12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,pseitm,Q203,pseitm,203,Monat,Month,,,,chr,,,Start Current Position (Month),,,,491,,,,,,,2,,,Seit wann beim Arbeitgeber - Monat,pseitm,P12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,pzaf,Q204,,204,Handelt es sich um ein Zeitarbeits- bzw. Leiharbeitsverhältnis?,Is this work temporary or on a contractual basis? (Zeitarbeit / Leiharbeit),,,pzaf,cat,"Q197;X=1,2",,Employed By Employment Agency,,,,492,1270,1274,Q204 | PZAF | Zeitarbeits- bzw. Leiharbeitsverhältnis,pzaf,Single coded,,2,,,Zeitarbeits- bzw. Leiharbeitsverhältnis,pzaf,P12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,pbefr1,Q205,,205,Haben Sie einen unbefristeten Arbeitsvertrag oder ein befristetes Arbeitsverhältnis?,Do you have a fixed-term or permanent employment contract?,,,pbefr1,cat,"Q197;X=1,2,4,5",,Time Limited Work Contract,,,,493,1273,1275,Q205 | PBEFR1 | Befristeter Arbeitsvertrag,pbefr1,Single coded,,2,,,Befristeter Arbeitsvertrag,pbefr1,P12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,pgesunt,Q206,,206,"Wie viele Beschäftigte hat das Gesamtunternehmen, für das Sie arbeiten etwa?",Approximately how many people does the company as a whole employ?,Liste 206 vorlegen,Show list 206,pgesunt,cat,"Q197;X=1,2,4,5",,Number Employees in Firm (Firm Size),,,,494,1274,1276,Q206 | PGESUNT | Anzahl Beschäftigte,pgesunt,Single coded,,2,,,Anzahl Beschäftigte,pgesunt,P12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,psstx1,Q207,,207,In welcher beruflichen Stellung sind Sie als Selbständiger derzeit beschäftigt?,In what occupational position are you currently self-employed?,Liste 197 vorlegen,Show list 197,psst x1,cat,Q197;X=3,,Self-Employed,,,,495,1275,1277,Q207 | PSST X1 | Selbständige,psst x1,Single coded,,2,,,Selbständige,"psst1, psst2, psst3, psst4",P12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,psstx2,Q208,,208,Bitte benennen Sie die Anzahl Ihrer Mitarbeiter und Angestellten.,Please specify the number of your employees and staff.,,,psst x2,cat,Q207;PSST_X1<4,,Number of employees/staff for self-employed,,,,496,1276,1278,Q208 | PSST X2 | Anzahl der Mitarbeiter bei Selbständigen,psst x2,Single coded,,2,,,Anzahl der Mitarbeiter bei Selbständigen,"psst1, psst2, psst3",P12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,,Q209,,209,Wie viele Wochenstunden beträgt Ihre vereinbarte Arbeitszeit ohne Überstunden?,What are your contractual working hours without overtime?,"Bitte maximal auf eine Stelle nach dem Komma eingeben (z.B. xx.x)!
Bitte Punkt anstatt Komma eingeben!",Please insert maximum one digit after the comma  (e.g.: xx.x)! Enter point instead of comma!,,txt,"Q181;PERW=1,2,3,4",,Agreed on Work Hours,,,,497,1277,1279,Q209 | PAZ08 | Vereinbarte Arbeitszeit,paz08,Single coded,,2,,,Vereinbarte Arbeitszeit,paz08,P12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,paz08,Q209,paz08,209,Stunden pro Woche,hours per week,,,,int,,,,,,,,,,,,,,,,,,,,,,
soep-is,soep-is-2012-haupt,paz09,Q209,paz09,209,keine festgelegte Arbeitszeit,No set hours,,,,bin,,,"Agreed on Work Hours, No set hours",,,,497,1277,1279,Q209 | PAZ08 | Vereinbarte Arbeitszeit,paz08,Single coded,,2,,,Vereinbarte Arbeitszeit,paz09,P12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,,Q210,,210,"Und wie viel beträgt im Durchschnitt Ihre tatsächliche Arbeitszeit pro Woche einschließlich eventueller Überstunden?
/ Wie viel beträgt im Durchschnitt Ihre Arbeitszeit pro Woche?","How many hours do you actually work per week on average, including any overtime?/How many hours do you work per week on average
","Bitte maximal auf eine Stelle nach dem Komma eingeben (z.B. xx.x)!
Bitte Punkt anstatt Komma eingeben!",Please insert maximum one digit after the comma  (e.g.: xx.x)! Enter point instead of comma!,,txt,"Q197;X=1,2,4,5",,Actual Work Hours,,,,498,1278,1280,Q210 | PAZ10 | Tatsächliche Arbeitszeit,paz10,Numeric,,2,,,Tatsächliche Arbeitszeit,paz10,P12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,paz10,Q210,paz10,210,Stunden pro Woche,hours per week,,,,int,,,,,,,,,,,,,,,,,,,,,,
soep-is,soep-is-2012-haupt,,Q211,,211,"Kommt es vor, dass Sie am Abend (nach 19.00 Uhr) oder nachts (nach 22.00 Uhr) arbeiten? Wenn ja, wie häufig?","Do you sometimes have to work in the evenings (after 7:00 PM) or nights (after 10:00 PM)? If so, how often?",,,,txt,"Q181;PERW=1,2,3,4",,Required to Work in the Evening / at Night,,,,499,1279,1283,Q211 | PAZ15 PAZ16 | Abend-/Nachtarbeit,paz15 paz16,Matrix,,2,,,Abend-/Nachtarbeit,,,,,
soep-is,soep-is-2012-haupt,paz15,Q211,paz15,211,Abendarbeit (19.00 bis 22.00 Uhr),Evenings (7 pm to 10 pm),,,paz15 paz16,cat,,,Required to Work in the Evening,,,,500,,,,,,,2,,,Abendarbeit,paz15,P12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,paz16,Q211,paz16,211,Nachtarbeit (22.00 bis 6.00 Uhr),Nights (10 pm to 6 am),,,paz15 paz16,cat,,,Required To Work at Night,,,,501,,,,,,,2,,,Nachtarbeit,paz16,P12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,,Q212,,212,"Kommt es vor, dass Sie am Wochenende arbeiten? Wenn ja, wie häufig?","Do you ever work weekends? If so, how often?",,,,txt,"Q181;PERW=1,2,3,4",,Working On Weekends,,,,502,1280,1286,Q212 | PAZ17 PAZ18 | Wochenendarbeit,paz17 paz18,Matrix,,2,,,Wochenendarbeit,,,,,
soep-is,soep-is-2012-haupt,paz17,Q212,paz17,212,Am Samstag / Sonnabend,On Saturday,,,paz17 paz18,cat,,,Working On Saturday,,,,503,,,,,,,2,,,Wochenendarbeit - Am Samstag / Sonnabend,paz17,P12_IS_W4.sav,,,
