output_study,output_dataset,output_version,output_variable,input_study,input_dataset,input_version,input_variable,,,
soep-is,p,2013,plb0024,soep-is,P12_IS,2012,pkr4,2012,1,
soep-is,p,2013,plb0035,soep-is,P12_IS,2012,pseitm,2012,1,
soep-is,p,2013,plb0036,soep-is,P12_IS,2012,pseitj,2012,1,
soep-is,p,2013,plb0037,soep-is,P12_IS,2012,pbefr1,2012,1,
soep-is,p,2013,plb0038,soep-is,P12_IS,2012,pbefr2,2012,1,
soep-is,p,2013,plb0040,soep-is,P12_IS,2012,poed,2012,1,
soep-is,p,2013,plb0041,soep-is,P12_IS,2012,pzaf,2012,1,
soep-is,p,2013,plb0049,soep-is,P12_IS,2012,pgesunt,2012,1,
soep-is,p,2013,plb0058,soep-is,P12_IS,2012,parb,2012,1,
soep-is,p,2013,plb0059,soep-is,P12_IS,2012,psst1,2012,1,
soep-is,p,2013,plb0060,soep-is,P12_IS,2012,psst2,2012,1,
soep-is,p,2013,plb0061,soep-is,P12_IS,2012,psst3,2012,1,
soep-is,p,2013,plb0062,soep-is,P12_IS,2012,psst4,2012,1,
soep-is,p,2013,plb0063,soep-is,P12_IS,2012,pazubi,2012,1,
soep-is,p,2013,plb0064,soep-is,P12_IS,2012,pang,2012,1,
soep-is,p,2013,plb0065,soep-is,P12_IS,2012,pamt,2012,1,
soep-is,p,2013,plb0066,soep-is,P12_IS,2012,pberka,2,1,
soep-is,p,2013,plb0067,soep-is,P12_IS,2012,pvor1,2012,1,
soep-is,p,2013,plb0187,soep-is,P12_IS,2012,paz11,2012,1,
soep-is,p,2013,plb0188,soep-is,P12_IS,2012,paz12,2012,1,
soep-is,p,2013,plb0282,soep-is,P12_IS,2012,pend1,2012,1,
soep-is,p,2013,plb0298,soep-is,P12_IS,2012,pend2,2012,1,
soep-is,p,2013,plb0299,soep-is,P12_IS,2012,pend3,2012,1,
soep-is,p,2013,plb0392,soep-is,P12_IS,2012,pjob01,2012,1,
soep-is,p,2013,plb0393,soep-is,P12_IS,2012,pjobno,2012,1,
soep-is,p,2013,plb0417,soep-is,P12_IS,2012,pnerw02,2012,1,
soep-is,p,2013,plb0423,soep-is,P12_IS,2012,pnerw09,2012,1,
soep-is,p,2013,plb0424,soep-is,P12_IS,2012,pnerw10,2012,1,
soep-is,p,2013,plb0482,soep-is,P12_IS,2012,pkr26,2012,1,
soep-is,p,2013,plb0483,soep-is,P12_IS,2012,pkr27,2012,1,
soep-is,p,2013,plb0484,soep-is,P12_IS,2012,pkr28,2012,1,
soep-is,p,2013,plc0013,soep-is,P12_IS,2012,pbrut,2012,1,
soep-is,p,2013,plc0014,soep-is,P12_IS,2012,pnett,2012,1,
soep-is,p,2013,plc0062,soep-is,P12_IS,2012,pjob15,2012,1,
soep-is,p,2013,plc0066,soep-is,P12_IS,2012,pek09,2012,1,
soep-is,p,2013,plc0067,soep-is,P12_IS,2012,pek091,2012,1,
soep-is,p,2013,plc0116,soep-is,P12_IS,2012,pekno,2012,1,
soep-is,p,2013,plc0130,soep-is,P12_IS,2012,pek03,2012,1,
soep-is,p,2013,plc0131,soep-is,P12_IS,2012,pek031,2012,1,
soep-is,p,2013,plc0132,soep-is,P12_IS,2012,pek04,2012,1,
soep-is,p,2013,plc0133,soep-is,P12_IS,2012,pek05,2012,1,
soep-is,p,2013,plc0134,soep-is,P12_IS,2012,pek051,2012,1,
soep-is,p,2013,plc0152,soep-is,P12_IS,2012,pek07,2012,1,
soep-is,p,2013,plc0153,soep-is,P12_IS,2012,pek071,2012,1,
soep-is,p,2013,plc0167,soep-is,P12_IS,2012,pek08,2012,1,
soep-is,p,2013,plc0168,soep-is,P12_IS,2012,pek081,2012,1,
soep-is,p,2013,plc0177,soep-is,P12_IS,2012,pek20,2012,1,
soep-is,p,2013,plc0178,soep-is,P12_IS,2012,pek201,2012,1,
soep-is,p,2013,plc0179,soep-is,P12_IS,2012,pek21,2012,1,
soep-is,p,2013,plc0180,soep-is,P12_IS,2012,pek211,2012,1,
soep-is,p,2013,plc0181,soep-is,P12_IS,2012,pek22,2012,1,
soep-is,p,2013,plc0182,soep-is,P12_IS,2012,pek221,2012,1,
soep-is,p,2013,plc0183,soep-is,P12_IS,2012,pek18,2012,1,
soep-is,p,2013,plc0184,soep-is,P12_IS,2012,pek181,2012,1,
soep-is,p,2013,plc0202,soep-is,P12_IS,2012,pek11,2012,1,
soep-is,p,2013,plc0203,soep-is,P12_IS,2012,pek111,2012,1,
soep-is,p,2013,plc0232,soep-is,P12_IS,2012,pek01,2012,1,
soep-is,p,2013,plc0233,soep-is,P12_IS,2012,pek011,2012,1,
soep-is,p,2013,plc0273,soep-is,P12_IS,2012,pek02,2012,1,
soep-is,p,2013,plc0274,soep-is,P12_IS,2012,pek021,2012,1,
soep-is,p,2013,pld0038,soep-is,P12_IS,2012,pfs141,2012,1,
soep-is,p,2013,pld0039,soep-is,P12_IS,2012,pfs143,2012,1,
soep-is,p,2013,pld0040,soep-is,P12_IS,2012,pfs142,2012,1,
soep-is,p,2013,pld0131,soep-is,L12_IS_W4_PFAMST,2012,pfamst_korrekt,2012,1,
soep-is,p,2013,pld0132,soep-is,P12_IS,2012,pp1,2012,1,
soep-is,p,2013,pld0133,soep-is,P12_IS,2012,pp2,2012,1,
soep-is,p,2013,pld0134,soep-is,P12_IS,2012,pfs011,2012,1,
soep-is,p,2013,pld0135,soep-is,P12_IS,2012,pfs013,2012,1,
soep-is,p,2013,pld0136,soep-is,P12_IS,2012,pfs012,2012,1,
soep-is,p,2013,pld0137,soep-is,P12_IS,2012,pfs021,2012,1,
soep-is,p,2013,pld0138,soep-is,P12_IS,2012,pfs023,2012,1,
soep-is,p,2013,pld0139,soep-is,P12_IS,2012,pfs022,2012,1,
soep-is,p,2013,pld0140,soep-is,P12_IS,2012,pfs061,2012,1,
soep-is,p,2013,pld0141,soep-is,P12_IS,2012,pfs063,2012,1,
soep-is,p,2013,pld0142,soep-is,P12_IS,2012,pfs062,2012,1,
soep-is,p,2013,pld0143,soep-is,P12_IS,2012,pfs051,2012,1,
soep-is,p,2013,pld0144,soep-is,P12_IS,2012,pfs053,2012,1,
soep-is,p,2013,pld0145,soep-is,P12_IS,2012,pfs052,2012,1,
soep-is,p,2013,pld0146,soep-is,P12_IS,2012,pfs071,2012,1,
soep-is,p,2013,pld0147,soep-is,P12_IS,2012,pfs073,2012,1,
soep-is,p,2013,pld0148,soep-is,P12_IS,2012,pfs072,2012,1,
soep-is,p,2013,pld0149,soep-is,P12_IS,2012,pfs041,2012,1,
soep-is,p,2013,pld0150,soep-is,P12_IS,2012,pfs043,2012,1,
soep-is,p,2013,pld0151,soep-is,P12_IS,2012,pfs042,2012,1,
soep-is,p,2013,pld0152,soep-is,P12_IS,2012,pfs031,2012,1,
soep-is,p,2013,pld0153,soep-is,P12_IS,2012,pfs033,2012,1,
soep-is,p,2013,pld0154,soep-is,P12_IS,2012,pfs032,2012,1,
soep-is,p,2013,pld0155,soep-is,P12_IS,2012,pfs101,2012,1,
soep-is,p,2013,pld0156,soep-is,P12_IS,2012,pfs103,2012,1,
soep-is,p,2013,pld0158,soep-is,P12_IS,2012,pfs102,2012,1,
soep-is,p,2013,pld0159,soep-is,P12_IS,2012,pfsno,2012,1,
soep-is,p,2013,pld0160,soep-is,P12_IS,2012,pfs081,2012,1,
soep-is,p,2013,pld0161,soep-is,P12_IS,2012,pfs083,2012,1,
soep-is,p,2013,pld0162,soep-is,P12_IS,2012,pfs082,2012,1,
soep-is,p,2013,pld0163,soep-is,P12_IS,2012,pfs091,2012,1,
soep-is,p,2013,pld0164,soep-is,P12_IS,2012,pfs093,2012,1,
soep-is,p,2013,pld0165,soep-is,P12_IS,2012,pfs092,2012,1,
soep-is,p,2013,pld0166,soep-is,P12_IS,2012,pfs121,2012,1,
soep-is,p,2013,pld0167,soep-is,P12_IS,2012,pfs123,2012,1,
soep-is,p,2013,pld0168,soep-is,P12_IS,2012,pfs122,2012,1,
soep-is,p,2013,pld0169,soep-is,P12_IS,2012,pfs131,2012,1,
soep-is,p,2013,pld0170,soep-is,P12_IS,2012,pfs133,2012,1,
soep-is,p,2013,pld0171,soep-is,P12_IS,2012,pfs132,2012,1,
soep-is,p,2013,ple0003,soep-is,P12_IS,2012,ppgebmo,2012,1,
soep-is,p,2013,ple0004,soep-is,P12_IS,2012,pges02,2012,1,
soep-is,p,2013,ple0006,soep-is,P12_IS,2012,pgr,2012,1,
soep-is,p,2013,ple0007,soep-is,P12_IS,2012,pkilo,2012,1,
soep-is,p,2013,ple0008,soep-is,P12_IS,2012,pges01,2012,1,
soep-is,p,2013,ple0010,soep-is,P12_IS,2012,ppgeb,2012,1,
soep-is,p,2013,ple0012,soep-is,P12_IS,2012,pkr7,2012,1,
soep-is,p,2013,ple0013,soep-is,P12_IS,2012,pkr8,2012,1,
soep-is,p,2013,ple0014,soep-is,P12_IS,2012,pkr9,2012,1,
soep-is,p,2013,ple0015,soep-is,P12_IS,2012,pkr10,2012,1,
soep-is,p,2013,ple0016,soep-is,P12_IS,2012,pkr11,2012,1,
soep-is,p,2013,ple0017,soep-is,P12_IS,2012,pkr12,2012,1,
soep-is,p,2013,ple0018,soep-is,P12_IS,2012,pkr13,2012,1,
soep-is,p,2013,ple0019,soep-is,P12_IS,2012,pkr14,2012,1,
soep-is,p,2013,ple0020,soep-is,P12_IS,2012,pkr15,2012,1,
soep-is,p,2013,ple0021,soep-is,P12_IS,2012,pkr24,2012,1,
soep-is,p,2013,ple0026,soep-is,P12_IS,2012,pges04,2012,1,
soep-is,p,2013,ple0027,soep-is,P12_IS,2012,pges05,2012,1,
soep-is,p,2013,ple0028,soep-is,P12_IS,2012,pges06,2012,1,
soep-is,p,2013,ple0029,soep-is,P12_IS,2012,pges07,2012,1,
soep-is,p,2013,ple0030,soep-is,P12_IS,2012,pges08,2012,1,
soep-is,p,2013,ple0031,soep-is,P12_IS,2012,pges09,2012,1,
soep-is,p,2013,ple0032,soep-is,P12_IS,2012,pges10,2012,1,
soep-is,p,2013,ple0033,soep-is,P12_IS,2012,pges11,2012,1,
soep-is,p,2013,ple0034,soep-is,P12_IS,2012,pges12,2012,1,
soep-is,p,2013,ple0035,soep-is,P12_IS,2012,pges13,2012,1,
soep-is,p,2013,ple0040,soep-is,P12_IS,2012,pbeh1,2012,1,
soep-is,p,2013,ple0041,soep-is,P12_IS,2012,pbeh2,2012,1,
soep-is,p,2013,ple0044,soep-is,P12_IS,2012,pkr5,2012,1,
soep-is,p,2013,ple0046,soep-is,P12_IS,2012,pkr6,2012,1,
soep-is,p,2013,ple0053,soep-is,P12_IS,2012,pkr1,2012,1,
soep-is,p,2013,ple0072,soep-is,P12_IS,2012,pdr1,2012,1,
soep-is,p,2013,ple0073,soep-is,P12_IS,2012,pdr2,2012,1,
soep-is,p,2013,ple0097,soep-is,P12_IS,2012,pkv01,2012,1,
soep-is,p,2013,plf0438,soep-is,P12_IS,2012,pbet,2012,1,
soep-is,p,2013,plg0012,soep-is,P12_IS,2012,paus1,2012,1,
soep-is,p,2013,plg0013,soep-is,P12_IS,2012,paus2,2012,1,
soep-is,p,2013,plg0014,soep-is,P12_IS,2012,paus3,2012,1,
soep-is,p,2013,plg0016,soep-is,P12_IS,2012,paus4,2012,1,
soep-is,p,2013,plg0023,soep-is,P12_IS,2012,paus5,2012,1,
soep-is,p,2013,plh0007,soep-is,P12_IS,2012,ppol1,2012,1,
soep-is,p,2013,plh0011,soep-is,P12_IS,2012,ppol2,2012,1,
soep-is,p,2013,plh0012,soep-is,P12_IS,2012,ppol3,2012,1,
soep-is,p,2013,plh0104,soep-is,P12_IS,2012,pwich1,2012,1,
soep-is,p,2013,plh0105,soep-is,P12_IS,2012,pwich2,2012,1,
soep-is,p,2013,plh0106,soep-is,P12_IS,2012,pwich3,2012,1,
soep-is,p,2013,plh0107,soep-is,P12_IS,2012,pwich4,2012,1,
soep-is,p,2013,plh0108,soep-is,P12_IS,2012,pwich5,2012,1,
soep-is,p,2013,plh0109,soep-is,P12_IS,2012,pwich6,2012,1,
soep-is,p,2013,plh0110,soep-is,P12_IS,2012,pwich7,2012,1,
soep-is,p,2013,plh0111,soep-is,P12_IS,2012,pwich8,2012,1,
soep-is,p,2013,plh0112,soep-is,P12_IS,2012,pwich9,2012,1,
soep-is,p,2013,plh0161,soep-is,P12_IS,2012,pzuf05,2012,1,
soep-is,p,2013,plh0171,soep-is,P12_IS,2012,pzuf01,2012,1,
soep-is,p,2013,plh0172,soep-is,P12_IS,2012,pzuf20,2012,1,
soep-is,p,2013,plh0173,soep-is,P12_IS,2012,pzuf02,2012,1,
soep-is,p,2013,plh0175,soep-is,P12_IS,2012,pzuf04,2012,1,
soep-is,p,2013,plh0177,soep-is,P12_IS,2012,pzuf07,2012,1,
soep-is,p,2013,plh0178,soep-is,P12_IS,2012,pzuf08,2012,1,
soep-is,p,2013,plh0180,soep-is,P12_IS,2012,pzuf13,2012,1,
soep-is,p,2013,plh0182,soep-is,P12_IS,2012,pzule1,2012,1,
soep-is,p,2013,plh0184,soep-is,P12_IS,2012,pgef1,2012,1,
soep-is,p,2013,plh0185,soep-is,P12_IS,2012,pgef2,2012,1,
soep-is,p,2013,plh0186,soep-is,P12_IS,2012,pgef3,2012,1,
soep-is,p,2013,plh0187,soep-is,P12_IS,2012,pgef4,2012,1,
soep-is,p,2013,plh0204,soep-is,P12_IS,2012,prisk,2012,1,
soep-is,p,2013,pli0059,soep-is,P12_IS,2012,pschl1,2012,1,
soep-is,p,2013,pli0060,soep-is,P12_IS,2012,pschl2,2012,1,
soep-is,p,2013,plj0025,soep-is,L12_IS,2012,lpnatnr,2012,1,
soep-is,p,2013,plk0001,soep-is,P12_IS,2012,ppnr,2,1,
soep-is,p,2013,pmonin,soep-is,P12_IS,2012,pdatm,0,1,
soep-is,p,2013,ptagin,soep-is,P12_IS,2012,pdatt,0,1,
soep-is,p,2013,sample1,soep-is,P12_IS,2012,stichu,0,1,323
soep-is,h,2013,hlf0017,soep-is,notdirectlydelivered12a,2012,hwohn09a_1981,,,
soep-is,h,2013,hlf0017,soep-is,notdirectlydelivered12a,2012,hwohn09a_1991,,,
soep-is,h,2013,hlf0017,soep-is,notdirectlydelivered12a,2012,hwohn09a_2001,,,
soep-is,h,2013,hlf0017,soep-is,notdirectlydelivered12a,2012,hwohn09a_2011,,,
soep-is,h,2013,hlc0005,soep-is,notdirectlydelivered12a,2012,znettox2,,,
soep-is,h,2013,hlc0005,soep-is,notdirectlydelivered12a,2012,znettox3,,,
soep-is,h,2013,hlc0005,soep-is,notdirectlydelivered12a,2012,znettox4,,,
soep-is,h,2013,hlc0005,soep-is,notdirectlydelivered12a,2012,znettox5,,,
soep-is,h,2013,hcf0053,soep-is,H12_IS_W4,2012,hzahl,2012,,
soep-is,h,2013,hcf0054,soep-is,H12_IS_W4,2012,hzahl1,2012,,
soep-is,h,2013,hlc0005,soep-is,H12_IS_W4,2012,hnetto,2012,,
soep-is,h,2013,hlc0006,soep-is,H12_IS_W4,2012,znetto,2012,,
soep-is,h,2013,hlc0007,soep-is,H12_IS_W4,2012,hverm1,2012,,
soep-is,h,2013,hlc0008,soep-is,H12_IS_W4,2012,hverm2,2012,,
soep-is,h,2013,hlc0013,soep-is,H12_IS_W4,2012,hzins1,2012,,
soep-is,h,2013,hlc0014,soep-is,H12_IS_W4,2012,hzins2,2012,,
soep-is,h,2013,hlc0043,soep-is,H12_IS_W4,2012,hdkg3,2012,,
soep-is,h,2013,hlc0044,soep-is,H12_IS_W4,2012,hdkg1,2012,,
soep-is,h,2013,hlc0045,soep-is,H12_IS_W4,2012,hdkg2,2012,,
soep-is,h,2013,hlc0046,soep-is,H12_IS_W4,2012,hdkz1,2012,,
soep-is,h,2013,hlc0047,soep-is,H12_IS_W4,2012,hdkz2,2012,,
soep-is,h,2013,hlc0064,soep-is,H12_IS_W4,2012,hdag1,2012,,
soep-is,h,2013,hlc0065,soep-is,H12_IS_W4,2012,hdag2,2012,,
soep-is,h,2013,hlc0067,soep-is,H12_IS_W4,2012,hdsh1,2012,,
soep-is,h,2013,hlc0068,soep-is,H12_IS_W4,2012,hdsh2,2012,,
soep-is,h,2013,hlc0070,soep-is,H12_IS_W4,2012,hdgs1,2012,,
soep-is,h,2013,hlc0071,soep-is,H12_IS_W4,2012,hdgs2,2012,,
soep-is,h,2013,hlc0083,soep-is,H12_IS_W4,2012,hdwg1,2012,,
soep-is,h,2013,hlc0084,soep-is,H12_IS_W4,2012,hdwg2,2012,,
soep-is,h,2013,hlc0085,soep-is,H12_IS_W4,2012,hdpg1,2012,,
soep-is,h,2013,hlc0090,soep-is,H12_IS_W4,2012,hdpg2,2012,,
soep-is,h,2013,hlc0121,soep-is,H12_IS_W4,2012,hwa,2,,
soep-is,h,2013,hlc0111,soep-is,H12_IS_W4,2012,hverm3,2012,,
soep-is,h,2013,hlc0112,soep-is,H12_IS_W4,2012,hverm4,2012,,
soep-is,h,2013,hlc0113,soep-is,H12_IS_W4,2012,hkred1,2012,,
soep-is,h,2013,hlc0114,soep-is,H12_IS_W4,2012,hkred2,2012,,
soep-is,h,2013,hlc0119,soep-is,H12_IS_W4,2012,hspar1,2012,,
soep-is,h,2013,hlc0120,soep-is,H12_IS_W4,2012,hspar2,2012,,
soep-is,h,2013,hlc0122,soep-is,H12_IS_W4,2012,hverm7,2012,,
soep-is,h,2013,hlf0001,soep-is,H12_IS_W4,2012,hm01,2012,,
soep-is,h,2013,hlf0016,soep-is,H12_IS_W4,2012,hwohn09,2012,,
soep-is,h,2013,hlf0017,soep-is,H12_IS_W4,2012,hwohn09a,,,
soep-is,H12_IS_W4,2012,hwohn09a,soep-is,notdirectlydelivered12,2012,hwohn09a_1972,2012,,
soep-is,H12_IS_W4,2012,hwohn09a,soep-is,notdirectlydelivered12,2012,hwohn09a_1981,,,
soep-is,H12_IS_W4,2012,hwohn09a,soep-is,notdirectlydelivered12,2012,hwohn09a_1991,,,
soep-is,H12_IS_W4,2012,hwohn09a,soep-is,notdirectlydelivered12,2012,hwohn09a_2001,,,
soep-is,H12_IS_W4,2012,hwohn09a,soep-is,notdirectlydelivered12,2012,hwohn09a_2011,,,
soep-is,h,2013,hlf0019,soep-is,H12_IS_W4,2012,hqm,2012,,
soep-is,h,2013,hlf0074,soep-is,H12_IS_W4,2012,hm04,2012,,
soep-is,h,2013,hlf0075,soep-is,H12_IS_W4,2012,hm05,2012,,
soep-is,h,2013,hlf0076,soep-is,H12_IS_W4,2012,hm06,2012,,
soep-is,h,2013,hlf0080,soep-is,H12_IS_W4,2012,hm09,2012,,
soep-is,h,2013,hlf0081,soep-is,H12_IS_W4,2012,hm10,2012,,
soep-is,h,2013,hlf0082,soep-is,H12_IS_W4,2012,hm11,2012,,
soep-is,h,2013,hlf0087,soep-is,H12_IS_W4,2012,he01,2012,,
soep-is,h,2013,hlf0088,soep-is,H12_IS_W4,2012,he02,2012,,
soep-is,h,2013,hlf0089,soep-is,H12_IS_W4,2012,he03,2012,,
soep-is,h,2013,hlf0091,soep-is,H12_IS_W4,2012,he05,2012,,
soep-is,h,2013,hlf0092,soep-is,H12_IS_W4,2012,he06,2012,,
soep-is,h,2013,hlf0093,soep-is,H12_IS_W4,2012,he07,2012,,
soep-is,h,2013,hlf0105,soep-is,H12_IS_W4,2012,hvj,2012,,
soep-is,h,2013,hlf0106,soep-is,H12_IS_W4,2012,hwm,2012,,
soep-is,h,2013,hlf0107,soep-is,H12_IS_W4,2012,hwj,2012,,
soep-is,h,2013,hlf0154,soep-is,H12_IS_W4,2012,hhtyp,2012,,
soep-is,h,2013,hlf0155,soep-is,H12_IS_W4,2012,hheim,2012,,
soep-is,h,2013,hlf0291,soep-is,H12_IS_W4,2012,hpfleg,2012,,
soep-is,h,2013,hlf0369,soep-is,H12_IS_W4,2012,hpl,2012,,
soep-is,h,2013,hlf0370,soep-is,H12_IS_W4,2012,hpstuf,2012,,
soep-is,h,2013,hlk0044,soep-is,H12_IS_W4,2012,hkind,,,
soep-is,h,2013,hlc0006,soep-is,notdirectlydelivered12,2012,znettox2,,,
soep-is,h,2013,hlc0006,soep-is,notdirectlydelivered12,2012,znettox3,,,
soep-is,h,2013,hlc0006,soep-is,notdirectlydelivered12,2012,znettox4,,,
soep-is,h,2013,hlc0006,soep-is,notdirectlydelivered12,2012,znettox5,,,
soep-is,p,2013,hlk0005,soep-is,P12_IS_W4,2012,pnr,0,,
soep-is,p,2013,intid,soep-is,P12_IS_W4,2012,pintnr,0,,
soep-is,p,2013,iyear,soep-is,P12_IS_W4,2012,pdatj,0,,
soep-is,p,2013,pinta,soep-is,P12_IS_W4,2012,pform,0,,
soep-is,p,2013,pla0009,soep-is,P12_IS_W4,2012,psex,2012,,
soep-is,p,2013,pla0012,soep-is,P12_IS_W4,2012,pfs111,2012,,
soep-is,p,2013,pla0013,soep-is,P12_IS_W4,2012,pfs113,2012,,
soep-is,p,2013,pla0014,soep-is,P12_IS_W4,2012,pfs112,2012,,
soep-is,p,2013,plb0018,soep-is,P12_IS_W4,2012,p7tag,2012,,
soep-is,p,2013,plb0019,soep-is,P12_IS_W4,2012,perz,2012,,
soep-is,p,2013,plb0021,soep-is,P12_IS_W4,2012,palo,2012,,
soep-is,p,2013,plb0022,soep-is,P12_IS_W4,2012,perw,2012,,
soep-is,p,2013,plb0024,soep-is,P12_IS_W4,2012,pkr4,2012,,
soep-is,p,2013,plb0031,soep-is,P12_IS_W4,2012,pwexl1,2012,,
soep-is,p,2013,plb0035,soep-is,P12_IS_W4,2012,pseitm,2012,,
soep-is,p,2013,plb0036,soep-is,P12_IS_W4,2012,pseitj,2012,,
soep-is,p,2013,plb0037,soep-is,P12_IS_W4,2012,pbefr1,2012,,
soep-is,p,2013,plb0038,soep-is,P12_IS_W4,2012,pbefr2,2012,,
soep-is,p,2013,plb0040,soep-is,P12_IS_W4,2012,poed,2012,,
soep-is,p,2013,plb0041,soep-is,P12_IS_W4,2012,pzaf,2012,,
soep-is,p,2013,plb0049,soep-is,P12_IS_W4,2012,pgesunt,2012,,
soep-is,p,2013,plb0058,soep-is,P12_IS_W4,2012,parb,2012,,
soep-is,p,2013,plb0059,soep-is,P12_IS_W4,2012,psst1,2012,,
soep-is,p,2013,plb0060,soep-is,P12_IS_W4,2012,psst2,2012,,
soep-is,p,2013,plb0061,soep-is,P12_IS_W4,2012,psst3,2012,,
soep-is,p,2013,plb0062,soep-is,P12_IS_W4,2012,psst4,2012,,
soep-is,p,2013,plb0063,soep-is,P12_IS_W4,2012,pazubi,2012,,
soep-is,p,2013,plb0064,soep-is,P12_IS_W4,2012,pang,2012,,
soep-is,p,2013,plb0065,soep-is,P12_IS_W4,2012,pamt,2012,,
soep-is,p,2013,plb0066,soep-is,P12_IS_W4,2012,pberka,2,,
soep-is,p,2013,plb0067,soep-is,P12_IS_W4,2012,pvor1,2012,,
soep-is,p,2013,plb0156,soep-is,P12_IS_W4,2012,pwohn1,2012,,
soep-is,p,2013,plb0157,soep-is,P12_IS_W4,2012,pwohn3,2012,,
soep-is,p,2013,plb0158,soep-is,P12_IS_W4,2012,pwohn4,2012,,
soep-is,p,2013,plb0159,soep-is,P12_IS_W4,2012,pwohn5,2012,,
soep-is,p,2013,plb0176,soep-is,P12_IS_W4,2012,paz08,2012,,
soep-is,p,2013,plb0185,soep-is,P12_IS_W4,2012,paz09,2,,
soep-is,p,2013,plb0186,soep-is,P12_IS_W4,2012,paz10,2012,,
soep-is,p,2013,plb0187,soep-is,P12_IS_W4,2012,paz11,2012,,
soep-is,p,2013,plb0188,soep-is,P12_IS_W4,2012,paz12,2012,,
soep-is,p,2013,plb0193,soep-is,P12_IS_W4,2012,pustd1,2012,,
soep-is,p,2013,plb0194,soep-is,P12_IS_W4,2012,pustd2,2012,,
soep-is,p,2013,plb0195,soep-is,P12_IS_W4,2012,pustd4,2012,,
soep-is,p,2013,plb0196,soep-is,P12_IS_W4,2012,pustd5,2012,,
soep-is,p,2013,plb0197,soep-is,P12_IS_W4,2012,pustd6,2,,
soep-is,p,2013,plb0216,soep-is,P12_IS_W4,2012,paz15,2012,,
soep-is,p,2013,plb0217,soep-is,P12_IS_W4,2012,paz16,2012,,
soep-is,p,2013,plb0218,soep-is,P12_IS_W4,2012,paz17,2,,
soep-is,p,2013,plb0219,soep-is,P12_IS_W4,2012,paz18,2012,,
soep-is,p,2013,plb0220,soep-is,P12_IS_W4,2012,pustd3,2012,,
soep-is,p,2013,plb0282,soep-is,P12_IS_W4,2012,pend1,2012,,
soep-is,p,2013,plb0284,soep-is,P12_IS_W4,2012,pwexl4,2012,,
soep-is,p,2013,plb0298,soep-is,P12_IS_W4,2012,pend2,2012,,
soep-is,p,2013,plb0299,soep-is,P12_IS_W4,2012,pend3,2012,,
soep-is,p,2013,plb0300,soep-is,P12_IS_W4,2012,pendka,2,,
soep-is,p,2013,plb0392,soep-is,P12_IS_W4,2012,pjob01,2012,,
soep-is,p,2013,plb0393,soep-is,P12_IS_W4,2012,pjobno,2012,,
soep-is,p,2013,plb0417,soep-is,P12_IS_W4,2012,pnerw02,2012,,
soep-is,p,2013,plb0423,soep-is,P12_IS_W4,2012,pnerw09,2012,,
soep-is,p,2013,plb0424,soep-is,P12_IS_W4,2012,pnerw10,2012,,
soep-is,p,2013,plb0478,soep-is,P12_IS_W4,2012,pwexl14,,,
soep-is,p,2013,plb0479,soep-is,P12_IS_W4,2012,pwexl15,,,
soep-is,p,2013,plc0013,soep-is,P12_IS_W4,2012,pbrut,2012,,
soep-is,p,2013,plc0014,soep-is,P12_IS_W4,2012,pnett,2012,,
soep-is,p,2013,plc0062,soep-is,P12_IS_W4,2012,pjob15,2012,,
soep-is,p,2013,plc0066,soep-is,P12_IS_W4,2012,pek09,2012,,
soep-is,p,2013,plc0067,soep-is,P12_IS_W4,2012,pek091,2012,,
soep-is,p,2013,plc0116,soep-is,P12_IS_W4,2012,pekno,2012,,
soep-is,p,2013,plc0130,soep-is,P12_IS_W4,2012,pek03,2012,,
soep-is,p,2013,plc0131,soep-is,P12_IS_W4,2012,pek031,2012,,
soep-is,p,2013,plc0132,soep-is,P12_IS_W4,2012,pek04,2012,,
soep-is,p,2013,plc0133,soep-is,P12_IS_W4,2012,pek05,2012,,
soep-is,p,2013,plc0134,soep-is,P12_IS_W4,2012,pek051,2012,,
soep-is,p,2013,plc0152,soep-is,P12_IS_W4,2012,pek07,2012,,
soep-is,p,2013,plc0153,soep-is,P12_IS_W4,2012,pek071,2012,,
soep-is,p,2013,plc0167,soep-is,P12_IS_W4,2012,pek08,2012,,
soep-is,p,2013,plc0168,soep-is,P12_IS_W4,2012,pek081,2012,,
soep-is,p,2013,plc0177,soep-is,P12_IS_W4,2012,pek20,2012,,
soep-is,p,2013,plc0178,soep-is,P12_IS_W4,2012,pek201,2012,,
soep-is,p,2013,plc0179,soep-is,P12_IS_W4,2012,pek21,2012,,
soep-is,p,2013,plc0180,soep-is,P12_IS_W4,2012,pek211,2012,,
soep-is,p,2013,plc0181,soep-is,P12_IS_W4,2012,pek22,2012,,
soep-is,p,2013,plc0182,soep-is,P12_IS_W4,2012,pek221,2012,,
soep-is,p,2013,plc0183,soep-is,P12_IS_W4,2012,pek18,2012,,
soep-is,p,2013,plc0184,soep-is,P12_IS_W4,2012,pek181,2012,,
soep-is,p,2013,plc0202,soep-is,P12_IS_W4,2012,pek11,2012,,
soep-is,p,2013,plc0203,soep-is,P12_IS_W4,2012,pek111,2012,,
soep-is,p,2013,plc0232,soep-is,P12_IS_W4,2012,pek01,2012,,
soep-is,p,2013,plc0233,soep-is,P12_IS_W4,2012,pek011,2012,,
soep-is,p,2013,plc0273,soep-is,P12_IS_W4,2012,pek02,2012,,
